Compound Name,Formula,Mass,RT,CAS ID,Eva_pos_01,Eva_pos_02,Eva_pos_03,Eva_pos_04,Eva_pos_05,Eva_pos_06,Eva_pos_07,Eva_pos_08,Eva_pos_09,Eva_pos_10,Eva_pos_11,Eva_pos_12,Eva_pos_blank01,Eva_pos_blank02,Eva_pos_blank03,Eva_pos_QC00,Eva_pos_QC01,Eva_pos_QC02,Eva_pos_QC03,Eva_pos_QC04
lia318_pos,,814.648,10.61,,80079.53117,149555.2105,176603.0099,130135.1313,178009.7802,159987.9001,129196.7928,137327.5283,164666.03,171537.2455,172104.696,114874.3345,226314.5694,139963.597,196331.3183,171777.6917,162025.954,159337.9245,135525.8754,162948.3046
lia323_pos,,756.3396,2.61,,50732.11915,71945.92778,83925.39979,51284.47905,67072.99571,67810.38474,65417.75062,70991.17888,62682.92875,66416.51941,64913.38877,98940.73044,134739.9518,119598.492,94994.39836,95533.32668,102140.6451,75068.29788,65425.21902,56366.66798
lia325_pos,,484.209,3.12,,110949.2516,44816.69285,111211.9794,90707.2218,107978.3815,42334.43849,101595.1179,80832.34782,119917.1142,48710.96906,116337.4055,74200.21683,,,,95013.04725,86188.04433,92847.0393,92151.61449,80820.85513
lia327_pos,,391.2855,1.31,,78157.74706,79186.81528,116353.6697,109200.8122,119321.6822,78624.86049,117698.8459,104643.6143,106471.5327,88443.36709,128735.7234,88876.37985,,,,125584.8481,105978.2482,108505.8201,112679.0791,112187.8994
lia33_pos,,506.3219,0.98,,2001662.656,2069430.052,2010878.582,1987373.423,2022776.701,2005588.823,1854820.219,2084922.15,1981156.793,1866020.99,1987392.116,1896669.966,2859412.959,2377672.942,2348010.471,2337370.346,1972279.271,2026453.053,1987755.968,2050528.074
lia334_pos,,328.1534,1.1,,77400.82727,76949.69592,65044.65864,68031.68729,84653.37444,75023.60172,94533.94303,95543.18539,76908.90431,72575.67557,77903.50448,75341.51634,111393.7999,91853.81377,108138.4752,92236.35615,76209.43574,80658.11169,75385.63747,65362.51642
lia34_pos,,255.2558,1.89,,2005682.287,1365776.016,2110164.931,1311556.958,1828039.076,1453120.335,1673258.144,1472448.95,2202617.034,1318380.504,1790413.21,2384210.71,88927.19032,72610.46369,70924.00202,1720240.467,1468182.829,1797365.808,1765677.834,1773479.663
lia343_pos,,270.1473,1.08,,108189.226,121311.0432,114464.9538,111510.939,119433.3082,110956.6073,98836.77551,120828.0797,118973.1473,120274.8578,115570.9094,105944.3129,152989.7497,126200.9034,126918.7064,130051.3711,110380.3158,109965.8941,110714.0727,117722.2453
lia344_pos,,576.4992,4.34,,53714.98433,75755.72349,59666.08777,85176.00045,49285.66746,98860.25807,44907.42451,114911.8484,84355.44964,96533.23974,74705.62515,126630.922,,,,81885.79915,87375.22029,79762.25485,78364.01128,69800.43873
lia35_pos,,653.3244,2.61,,729640.2848,841368.0163,1136400.941,674548.2542,954221.5559,851993.2365,891958.8691,972241.7882,926051.9515,812316.1162,866709.5429,1131063.131,2186430.48,1857844.218,1259047.115,1312954.971,1205364.201,929598.2326,868967.4593,780025.1852
lia357_pos,,844.6942,11.25,,117817.6782,137149.9328,91558.62015,67250.90591,136181.9462,126277.7311,127256.3753,125323.6872,130083.534,119172.7976,128462.2811,99072.13403,83503.72621,75040.23133,121103.2101,65697.41349,118317.2366,68266.99597,126859.3705,124673.1949
lia358_pos,,448.3298,3.43,,66803.63126,74884.37571,68998.0187,68765.4504,66979.42496,69119.22555,59836.95054,70612.70492,73519.26635,69468.71256,71496.09353,68100.08904,89125.44573,79966.54364,76550.78246,71244.15983,60993.7213,63567.44725,60628.25635,62144.23767
lia36_pos,,370.3077,3.53,,906131.6317,1086891.389,907319.7268,1009981.372,1320149.105,1414074.343,975595.2703,1245253.211,955761.9104,1041744.26,966243.2942,1189095.279,1218078.695,1095276.899,1252944.153,1178939.686,1071070.309,1027748.432,1007551.105,972429.9387
lia360_pos,,785.5852,2.42,,104505.0198,73441.84808,87525.05449,58049.01168,56878.75676,67139.33395,71633.31016,71710.44935,98469.64251,89211.29328,133840.3044,67681.10308,,,,95681.69119,81934.07797,84512.85243,83089.7512,80310.4588
lia361_pos,,529.3644,1.06,,113933.462,105293.9395,113410.3432,103082.2775,111057.4458,107826.4891,101694.914,109577.8386,106697.6267,104377.216,110480.1678,100878.4998,151224.3726,123552.5304,114809.1123,127521.2998,109518.2006,111381.6036,112743.7662,105937.7051
lia37_pos,,374.2429,1.16,,1444965.951,1790868.503,1745352.751,1757201.024,1783389.545,1788415.836,1657524.86,1854489.44,1709589.167,1670475.467,1730523.472,1682482.836,2775746.721,2279799.028,2255897.637,2014822.683,1742428.189,1729250.964,1701093.498,1707455.936
lia370_pos,,578.4322,4.18,,38660.25897,119158.2161,62756.85444,138657.6024,67652.9992,131991.5128,64596.35847,125428.4727,54416.77625,117997.2815,78801.99232,103485.6161,,,,74610.80486,72819.26551,78143.81799,84546.33308,87624.32205
lia371_pos,,365.3643,4.27,,31294.49292,52596.35648,,,66638.25291,42429.49751,230672.1026,70437.16402,,106268.1675,34322.72143,30271.0065,74701.07193,103957.4398,37054.61877,74243.5324,61503.41614,66106.23494,64192.13871,61469.56884
lia372_pos,,896.7251,11.45,,142085.8562,126249.8204,115699.4389,113617.9595,118993.1071,120973.7139,116120.1185,118206.4464,115463.151,118940.9114,112531.4043,105521.0899,147126.2818,99940.27267,124709.0886,114225.3653,90751.36037,88785.25954,127248.3413,117989.7397
lia373_pos,,828.662,10.8,,137886.8825,140030.0172,135210.4826,133978.349,136157.8386,140146.2548,138733.0382,137285.5204,139577.4012,140294.0983,137185.473,129660.0095,186226.4386,159837.9334,153449.2131,136158.1647,73299.87977,140603.0464,130303.4753,140355.677
lia374_pos,,490.2264,3.12,,97644.52109,46863.13643,100284.4236,90322.32715,102505.0649,41901.57755,97786.08645,77800.49915,105885.4961,48838.68917,104000.9047,68513.27034,,,,91135.18273,78854.49325,88717.1876,88669.71264,92487.01839
lia378_pos,,520.337,1.1,,138269.1604,136231.681,137136.1119,138185.3863,120505.4831,135412.5782,125442.0448,142142.8085,132934.4168,124587.2563,129105.9258,121059.3565,169644.9268,154190.1336,155688.3183,154012.3806,133065.084,134598.9499,129102.8104,133930.3526
lia38_pos,,974.6597,4.64,,845923.3932,956868.6313,914798.0416,898399.6337,887924.5759,929293.2585,833115.2964,1008265.366,922502.9211,841265.2624,937556.7994,883933.4108,787498.5729,768856.108,810510.5281,965222.3406,877680.1265,884331.1441,854005.4294,843990.5737
lia380_pos,,628.366,6.07,,63594.68713,66308.65827,69277.69423,63422.14428,67586.7114,64014.56767,61249.12349,67532.61658,70136.17767,67281.81534,67752.77176,64423.38589,89852.02141,78850.06138,77838.92237,64796.56635,60911.25468,61861.27276,60625.28381,62008.25472
lia381_pos,,402.2102,3.13,,118598.9749,48800.64232,118575.7471,89281.6282,116027.2055,23546.13191,108893.7261,78703.94105,133951.1883,48058.9407,117518.4789,69025.22389,,,,90697.57089,76614.52465,93368.78111,95153.60027,96129.94221
lia383_pos,,352.2625,1.16,,91249.83526,101233.2765,100583.2644,98599.18376,97157.32355,99107.17842,97668.05194,104956.6301,103936.5418,98603.00929,96702.12126,102269.2079,148972.5667,122170.1189,118847.7626,123419.3474,106445.1242,100531.7375,96993.48844,98207.33616
lia384_pos,,585.433,5.72,,42010.93217,46428.40203,67859.56418,44357.4727,63800.2148,59929.89186,47174.71798,64650.74093,71612.70336,79277.84536,51444.63197,66863.24307,70752.18085,65700.35215,67483.18646,55216.5749,44260.6704,48210.29041,46094.21885,46971.90252
lia387_pos,,710.3821,1.58,,,117702.2221,93629.88023,120015.4837,94545.04845,123578.4608,81112.02288,126268.7962,73409.57371,113087.647,90754.45613,80258.05882,205199.0223,150529.8569,144934.0951,96321.5363,87202.4851,88786.88078,85903.45806,86481.23834
lia388_pos,,752.3997,2.29,,,130130.568,,145186.3502,,128562.2853,,126949.9448,,129143.6619,,109090.4162,,,,115005.4716,101104.2425,99844.67721,99946.85237,103204.9165
lia39_pos,,872.5869,4.52,,2451398.888,1732951.815,2036137.652,1328461.422,2088308.437,1028445.936,1987924.661,1002940.806,2078660.988,693355.956,1079828.354,1177885.905,,,,1688775.29,1550918.934,1547571.223,1503747.611,1443526.195
lia390_pos,,496.2739,1.36,,327284.0061,32592.84272,29875.14067,34729.62682,28611.38276,34028.84545,30506.45183,29611.33838,63399.62554,76021.62501,35264.41301,117417.7024,,,,85656.33044,71282.59601,72722.59073,68015.39866,68256.41088
lia393_pos,,683.1948,6.74,,47359.78877,63156.31999,63773.14752,58128.6523,66682.73835,71121.76032,54640.98696,67598.02702,61131.1608,51885.25731,61821.98245,65927.12939,74046.64996,94976.27932,98752.31911,66743.05508,63890.86271,57339.1317,56359.88292,53642.30063
lia394_pos,,321.2632,1.74,,77797.61867,50250.06563,95908.19721,58526.40771,87576.08052,58900.70334,73288.55019,59977.61313,100157.7252,59740.89913,92563.6328,51936.5845,,,,67289.94058,56998.61245,73229.43255,72883.93011,79120.35209
lia395_pos,,481.3937,1.33,,111359.3702,65173.94482,80236.78179,76975.07413,102089.2076,60542.28913,78339.13346,73884.87009,82936.74431,77326.05265,97040.80644,69341.19377,58981.08559,47383.27321,44938.81521,133474.0837,88267.56883,124822.799,80511.47534,81583.85115
lia398_pos,,350.2204,2.99,,98008.71275,64619.67755,108597.3728,69111.13956,106475.2849,38595.01307,83629.49401,56694.35866,124051.9698,61507.34793,118179.9097,54066.87879,,,,81991.82798,70580.37855,80819.07497,79797.85582,81749.13236
lia4_pos,,780.5638,4,,11387383.61,1129052.923,10082411.51,696041.8143,8676392.189,564910.1588,8368022.418,597267.4769,11048025.48,535390.7059,7008379.071,686719.7387,,,,6161559.564,5655016.378,5565728.77,5469316.637,5437208.731
lia401_pos,,484.3399,0.97,,162435.4263,131634.8871,134923.0485,124148.4339,137039.4625,108646.5882,126865.4289,137010.1362,137166.1804,126012.1529,141031.1584,173572.6081,149477.8656,145231.9196,131932.975,180380.7899,143558.2145,155546.1465,145745.3195,130031.4492
lia402_pos,,570.348,3.38,,234504.3372,298594.5146,123318.9649,301257.9611,284303.6867,359557.9978,279789.0418,376818.1846,131040.4937,336216.8102,321575.7849,338116.3828,668293.995,583256.9985,598914.1637,361313.4679,322052.8252,305013.1275,291380.0642,281908.3912
lia405_pos,,592.4477,4.4,,19641.23962,102347.0058,40564.06444,104170.01,44582.68225,108458.7706,47038.19452,99816.85185,32193.49046,97867.15483,75219.53862,80263.7219,,,,77473.70356,48123.05015,56375.09318,39548.8347,82089.55063
lia407_pos,,700.4045,8.51,,107357.9018,122176.9147,106739.7473,115613.5847,107944.5894,101005.4616,103266.9283,99196.30557,115580.3241,105681.9812,132203.8914,37007.10369,115357.5101,95019.85713,70468.12066,36022.41914,36421.58659,108251.0316,94534.48584,117151.6168
lia408_pos,,1250.8303,6.27,,109793.2722,104434.1265,106864.5861,102831.9112,101743.7596,103010.9211,98547.40576,108638.3336,108915.5113,99527.85251,107385.2446,99271.89288,140743.0326,122456.446,133356.6498,103869.154,98595.15646,99708.68074,99075.98512,96386.2891
lia409_pos,,930.5671,3.71,,60853.51201,79080.4872,61566.90286,66192.81822,61924.58539,41804.22222,45983.73861,52741.15512,68495.83823,35354.57125,43221.57489,58581.6898,,,,54044.02309,58197.88745,61018.07729,56116.40087,64899.55803
lia41_pos,,942.6258,5.51,,2127821.305,795243.501,1598710.825,704700.9645,1300560.349,514334.0091,1476320.116,612043.831,1617916.554,518879.9258,1017265.287,672546.1382,,,,1194725.743,1133809.3,1085379.144,1081235.477,1089005.626
lia410_pos,,400.1909,2.7,,119208.4361,42540.79138,126926.2349,64007.09917,123739.128,49775.00223,115629.1193,56687.39807,141345.0233,53715.30541,138311.3867,53348.80922,,,,98939.65868,79794.00101,84790.05525,91051.94459,94126.07375
lia412_pos,,880.5574,5.88,,74113.50926,103459.0149,73167.92429,80108.58028,77016.67954,77643.09395,74671.0696,82808.19514,71424.81309,78891.37139,79458.5824,73675.22431,120648.6745,96200.22241,118935.758,79141.17764,81732.7325,102644.4025,103352.1976,78587.87898
lia413_pos,,944.5837,5.23,,149058.7728,62274.00558,121926.3165,55424.76457,97069.77393,,114267.1958,,124914.0181,,81794.31069,,,,,89405.595,83971.63843,85981.21835,82089.83211,83492.72136
lia418_pos,,458.1955,2.94,,61210.85259,63599.88317,67504.40788,61793.33064,74749.87966,61903.67508,64881.5596,65195.02284,79222.28038,69664.57763,64385.59261,52085.82711,59905.23911,55165.54792,49515.53513,66270.12606,55744.53232,63971.94816,67920.97179,72740.45018
lia42_pos,,1214.7407,7.12,,1072421.206,1084594.714,1112090.488,1095624.445,1111967.026,1120906.365,1137064.462,1118618.277,1128010.712,1065715.38,1103301.743,1060454.788,1772873.935,1532358.66,1461967.203,1127891.404,1046254.633,1071267.906,1030667.394,1056516.408
lia420_pos,,322.1867,2.16,,204948.4036,17474.49005,215931.1318,30626.97398,230034.3432,19788.6093,179286.878,22803.96215,219845.4607,19462.59758,223216.8326,20749.96775,,,,50147.57436,49516.96682,75313.81883,45267.50844,53001.10206
lia425_pos,,1310.5504,2.61,,42249.57796,56345.89528,63107.48823,48084.63508,55600.10852,53732.95741,54680.84595,57421.75767,52815.15388,52488.50441,48927.31801,54172.44638,138490.449,119843.6837,86568.59506,67177.50898,57437.99799,54779.16901,53955.44412,52181.23471
lia426_pos,,327.3121,2.69,,62420.4157,50777.84601,68065.64249,47563.34494,54858.8306,53960.00671,51959.88204,54620.35676,66484.45322,48002.79465,67500.25789,44114.65015,,,,74882.7722,60757.91295,58330.26398,53638.64613,53748.46264
lia43_pos,,678.4237,8.51,,955926.117,877337.6338,940469.1193,946188.5293,949250.818,978389.803,980686.1195,966188.8361,967236.296,867248.4487,1000318.625,901121.7626,1614326.049,1382012.684,1305486.071,921107.4066,869973.214,888184.4295,841480.9315,824662.4557
lia430_pos,,856.6944,11.17,,136584.3602,98702.36057,138268.1724,82377.78085,52152.73744,136460.7495,133627.5914,118694.2465,112764.409,103678.5856,66067.14517,132663.4615,131542.3625,159540.9232,153153.3425,136410.3039,51915.61176,138075.5171,135954.3773,66654.02297
lia432_pos,,820.4455,3.61,,57494.12272,80583.28482,59536.83767,76478.5728,59960.2885,72203.76914,75952.33614,69151.63528,66244.65846,70152.71096,96162.74153,73861.30338,,,,100782.7781,89126.13268,88793.28079,91961.65137,89599.40572
lia437_pos,,398.3369,4.17,,253511.8302,299939.7136,261369.5729,310337.2858,253762.3446,342721.5966,268907.791,350899.7146,257721.2639,327704.5316,291843.2063,323528.2604,613457.0437,526094.6761,503517.2453,319213.2298,280837.6696,298871.0282,290124.7185,277415.9475
lia44_pos,,900.5787,4.61,,1621116.859,938893.718,1602763.639,899762.8112,1372920.315,612819.528,1512860.987,749287.5709,1766238.691,595894.9946,1193012.583,801309.7578,,,,1343211.753,1245404.573,1235738.875,1185183.213,1164628.207
lia442_pos,,436.4255,3.5,,45022.2269,73894.427,58587.95444,71386.65385,60934.97843,73991.48179,62226.71701,80273.52866,60489.26537,78931.33909,64787.63716,66012.33919,124970.6297,113092.4965,113260.2259,71333.29611,62956.77873,67484.02358,66729.07163,63590.93271
lia452_pos,,854.6793,10.92,,111590.3481,114740.4615,114573.3918,114728.9812,111843.0144,115342.0487,112720.9263,113579.3798,112333.1687,112462.2902,112890.2397,107144.1699,146684.8198,133254.9758,130152.0186,110371.0109,109940.758,113168.5033,109653.9494,115371.5938
lia459_pos,,344.2293,1.26,,,293559.8642,,,,279491.737,,,,196443.2724,,,,,,130944.8218,116152.1617,118598.1962,120273.6234,115903.8608
lia46_pos,,359.3158,3.63,,568894.4355,1065493.448,336090.7166,510924.1271,1038307.524,634633.0148,2752777.239,1065616.99,344947.6937,1690717.756,354859.7326,203900.8566,605647.9204,870457.6578,224099.7063,473520.2383,364398.2802,993574.9103,962182.6935,1128566.074
lia461_pos,,682.5916,10.28,,58331.17361,58261.08676,55413.23819,67079.10849,58171.54174,60609.23716,59754.8694,60441.78637,58583.06074,69554.76673,63934.96042,83055.5221,93449.04608,77524.79948,77814.02095,53694.06177,82373.81874,69387.89965,76787.65413,56137.25021
lia462_pos,,747.5202,1.5,,1185336.332,3266.242533,1774.374563,2109.735183,2770.647288,1912.873281,2616.468685,1220.470552,2890.993389,1116.220032,1859.809999,189254.2708,2759.039298,2669.476206,2448.037369,133010.0951,118255.0492,112823.7295,111303.5538,104863.7081
lia467_pos,,866.6797,10.87,,121321.9381,120841.6826,111380.7711,111343.5375,116481.4824,113148.1387,118070.9455,118686.305,120210.6572,118369.7733,113763.1539,109597.4001,158307.8436,134781.6001,132331.3532,112914.5292,112987.9329,114546.6256,115218.5716,118037.6592
lia469_pos,,720.4985,3.32,,192386.836,,,,,,30828.48248,,62758.97312,75961.79314,32794.43291,42765.57777,,,,42678.33313,39714.98253,38414.99069,38361.13695,39551.04878
lia47_pos,,562.4573,6.06,,2418941.881,1191445.028,1564493.887,925873.9691,1396639.898,740537.3088,1245179.712,800684.9079,1605688.552,614666.8368,961898.3281,665163.2396,,,300950.6857,1043263.435,992781.2553,1091246.447,1069075.309,1099707.221
lia471_pos,,382.2062,2.94,,85737.04246,89307.30174,91877.92647,91881.31987,95887.09423,88133.05979,85407.96377,92120.77382,106240.8501,94671.88815,85163.21988,59107.93144,67219.42242,64984.35557,55641.40491,64337.31774,57128.53604,89415.28342,89914.6995,97138.25481
lia476_pos,,530.4674,7.72,,55016.95583,52768.54323,45970.58312,53669.19921,52298.82144,60401.3602,59079.12917,59576.8328,52790.43296,55303.80106,59351.55736,45411.3362,92443.2256,77992.80883,71442.54523,44015.01309,53135.99274,56344.21393,44447.40173,56188.43185
lia479_pos,,841.6234,4.64,,,66898.47802,49740.20082,67966.08102,54304.51291,82575.72838,46558.72934,80848.43144,49498.28218,74578.84464,64130.47757,72395.9067,151054.016,149671.633,148803.3931,70357.76139,65007.2353,62839.38121,61380.63991,63132.65612
lia48_pos,,730.4757,3.81,,1495389.609,358077.4459,1431973.016,297105.8737,1280245.241,262622.5657,1267915.286,281594.4377,1701666.644,274549.7916,1143327.422,305219.0251,,,,1061445.391,943200.6545,934606.7449,893216.7481,888694.6416
lia481_pos,,592.3305,3.64,,39226.84284,130495.4954,50481.38783,133822.3907,65765.70758,159541.0668,76287.36648,173040.1609,59670.75401,157524.1591,,133220.5318,315371.562,282602.8949,270736.5067,84643.91558,60331.53535,72910.93125,57706.80244,52799.9769
lia485_pos,,482.1939,2.7,,90125.84833,36877.12802,109794.6857,64173.67382,111240.9313,34850.8351,99514.9382,44242.58479,122830.9363,39159.9359,118245.2276,41853.65777,,,,95289.01459,84792.44042,74312.75068,77764.38211,85947.35258
lia489_pos,,822.5068,5.87,,84061.52981,82283.57969,87494.33819,92528.89614,85049.99786,97055.41079,78311.46996,98383.14367,78701.10446,89347.32932,88146.54251,78383.90554,103470.8121,102108.0012,98100.19534,87072.92997,82886.82488,84372.47345,90170.17838,87442.87797
lia49_pos,,909.6386,4.89,,974081.0964,542449.4152,858697.0336,508086.7174,751736.1218,449780.4557,840496.9115,516930.3671,975472.2069,411148.7567,672864.3528,585919.7395,,,,881426.5372,814766.1784,718884.8894,672637.9228,612795.8136
lia490_pos,,319.249,2.23,,,236176.2345,,288328.1269,,202303.4219,,226703.8246,,243963.2833,,89299.74428,,,,56476.8974,53394.80077,136707.1946,134339.0028,144982.6986
lia493_pos,,416.3605,2.82,,66327.23104,57286.1392,66466.94317,57805.18144,60106.89637,61186.47019,56992.7076,62979.41338,65082.88361,53038.27312,71314.35255,58642.59981,84131.86513,72014.90862,73766.00137,65384.48771,56729.58414,61283.47006,58684.45635,56420.43646
lia497_pos,,573.3878,1,,89948.73573,86008.88666,88810.02143,62676.184,67993.51429,83276.42871,80285.08599,56298.8435,66276.27222,62926.52776,87896.85118,88874.86161,120946.5705,93979.64356,95684.50727,104685.9713,87129.54462,87668.32905,59709.86238,90089.65353
lia50_pos,,454.3401,1.09,,994047.7359,1096432.053,1129046.502,1084522.014,1126443.382,1057664.177,1043077.768,1118934.775,1074532.897,1050729.708,1104676.642,1025582.259,1585734.003,1304732.018,1249675.895,1282312.243,1075300.628,1087632.349,1084198.469,1107736.359
lia500_pos,,642.4428,1.15,,792815.6099,,,,,,,,,,,108806.1417,,,,67495.68549,55228.38485,60395.39072,55876.1029,58225.36418
lia501_pos,,848.4345,6.92,,71421.57192,76985.28039,80126.15708,78750.11996,,,,,80165.783,,,,,,,90251.36604,86569.09413,81190.88656,,
lia502_pos,,812.6338,10.33,,103136.2272,109855.7885,97710.18545,89042.76089,100171.6278,98999.10456,99510.78648,88190.34231,105435.8806,100074.5659,85997.54323,94679.03091,138087.8758,119632.1098,120132.8339,101862.0061,99488.72398,106040.0149,97689.30524,100601.8207
lia507_pos,,694.4072,1.57,,29102.54908,81008.86801,63379.42803,79933.29821,66463.39517,78435.16609,63958.98237,82662.02553,61388.40914,77682.563,77283.27577,60731.69755,134588.8281,111366.7222,116147.4574,70531.30054,65555.19796,66425.70522,67211.04563,65349.2298
lia509_pos,,830.6797,11.05,,66060.31234,74402.56039,53531.88589,51854.64715,39338.79915,42810.86859,73288.94092,68082.56777,41709.28259,74784.82688,69389.71014,39764.06263,115769.111,55156.11533,49214.86522,68535.44643,,79953.5029,86274.99029,50875.70767
lia511_pos,,568.4449,6.33,,43400.27642,63759.43939,52053.27674,100470.0597,91638.63029,59596.35173,63597.30102,85264.85538,74792.43536,49744.63883,99115.1645,40447.72148,99673.41983,80532.228,33681.38085,42189.69917,44792.77575,93416.87572,91567.84965,38912.26789
lia517_pos,,562.4596,4.15,,37701.12287,74137.3552,42523.88377,82893.13486,58531.99485,78924.17581,48991.92694,81846.62294,45478.49319,85562.12498,47253.03834,34659.64011,,,,67978.15379,46734.99891,69158.37526,55122.28293,76778.6642
lia519_pos,,488.3862,6.17,,136784.8617,81166.64921,116548.6787,89469.50173,83592.11946,87483.32179,83347.94832,113304.8442,90404.40431,91242.75471,85773.79465,88225.89192,194150.685,110356.4862,141594.073,88514.24511,84041.3465,118181.2365,116024.7448,93282.45769
lia525_pos,,253.2394,1.4,,78212.04106,61816.15768,115034.7239,50478.66058,89536.00994,63075.91384,97595.33961,83201.30398,102873.4282,73029.66177,89077.03694,170687.8054,,,,94030.54869,82106.15919,95871.92958,89819.60384,88746.40644
lia527_pos,,300.2077,1.26,,,73966.54792,,95754.69987,,58779.07518,,76447.00565,,77673.50859,,78084.23952,,,,47584.9693,47109.9857,46041.34222,44452.84909,43831.13147
lia53_pos,,474.4061,7.72,,735025.416,744077.9366,828400.7321,804514.426,691212.6551,848101.9389,767144.9253,822830.8339,764757.6235,726309.6087,727717.5121,624697.0774,1317236.155,1137578.022,899604.8842,637913.3472,647049.7943,804506.0953,761635.4014,752395.8606
lia530_pos,,346.332,1.4,,93355.14562,126616.6513,166936.5816,121567.1692,168365.8045,73317.3472,125141.2455,92792.12888,186937.6518,99555.20591,143914.7272,123193.9793,,,,111350.8737,132677.2619,136005.3204,94085.29092,98676.14826
lia533_pos,,791.5495,1.45,,742998.1086,,,,,,,,,,,153871.6701,,,,107803.7433,84876.36975,84361.17751,79743.01321,86483.66475
lia54_pos,,410.3136,1.16,,821415.4707,1059261.28,1006618.06,1011607.091,1015650.85,1072329.125,969039.7076,1031937.749,990464.2953,1009465.663,1021624.976,950785.9996,1576528.316,1272763.453,1234923.128,1159129.709,999815.5793,1012657.474,991285.8986,994332.3212
lia540_pos,,1209.8048,6.27,,70288.77911,68660.30575,68119.50625,61685.16511,65808.5069,69532.28939,68991.0275,77228.49138,73178.81276,64223.78724,71141.48231,69872.32173,106074.6496,92552.00343,95302.27189,71175.77297,66578.15135,66394.63266,62530.20739,62819.12352
lia541_pos,,826.6499,10.53,,94660.24179,96868.39924,92779.79753,91708.86542,94523.38643,87499.99827,95423.50556,93053.99829,90835.56751,95146.81801,92844.3605,88218.14282,127512.6398,111636.8509,104500.2963,89585.87549,94004.96332,99148.66902,91201.8529,94031.90886
lia542_pos,,659.4722,1.15,,609184.1342,,,,,,,,,,,98595.41533,,,,46972.17819,36127.58484,39281.75838,49926.34668,34866.48322
lia545_pos,,374.3139,1.82,,53276.21361,64644.2905,66435.14926,64877.03102,67278.90565,64426.28916,57309.45454,68283.96408,64647.64921,64116.13689,63676.14501,61411.45064,90202.21429,75588.86347,73679.92139,70745.38753,62422.79115,61825.46161,57706.73492,60067.31152
lia547_pos,,349.317,1.63,,55081.43201,61792.29731,66354.65385,50498.30742,76228.42829,62873.79989,69356.90578,56470.2092,74106.46384,51064.27976,81923.80762,62991.20566,,,,100175.898,64645.74123,72710.37717,54761.87202,67954.23483
lia548_pos,,1215.7632,6.27,,171121.3986,179632.8503,150839.2713,162250.5806,88186.16958,81705.62093,78119.55745,86350.64149,162312.5837,142344.6106,171627.0487,137051.0029,210282.9031,186243.6591,190746.3217,154685.9233,74984.85897,150755.9874,143323.5403,161342.6678
lia550_pos,,898.7391,11.7,,72615.10651,59279.14345,84343.76507,76618.50487,84506.90447,40964.84595,85336.01851,88937.18151,82094.15067,55724.221,80821.75401,81181.97693,104355.8337,92712.68087,89883.34467,77602.66021,77044.83444,85869.51598,83739.34477,48010.12897
lia554_pos,,368.3413,11.5,,48148.38445,40232.98072,52776.95655,47926.15497,33944.30418,54745.37716,49147.78734,42292.76113,55673.33889,33549.5687,49198.19174,47061.2615,166906.4214,51871.5556,72003.79771,111123.0347,49556.43398,49998.93331,,
lia555_pos,,283.3226,0.99,,106027.3561,44346.22001,59875.47171,35990.7522,76669.84098,59942.20526,70315.09884,40455.80885,75335.33174,51342.00143,54634.65516,54283.64035,30872.44228,45355.19316,,67921.69561,72413.64464,69459.34626,71702.1914,70067.01344
lia56_pos,,550.4954,4.89,,994057.0444,562829.8162,874241.819,515106.2852,751006.3222,429262.0239,827177.3726,493612.3236,932668.6961,400174.2065,640895.4327,485626.7589,,,,760070.5581,702308.4765,714033.4354,672728.9092,641754.5315
lia561_pos,,375.3107,1.91,,76018.11401,69533.12159,85645.5446,70546.61956,25391.33799,75863.91903,119664.0531,91637.97158,92561.15242,85292.47981,90198.65848,65647.48692,,,,87106.40937,80883.87848,95380.10522,81981.41977,82086.45242
lia57_pos,,418.3437,7.72,,1062004.175,1095166.961,1036439.043,1091377.534,958276.3581,1053358.444,1020917.576,1066089.32,1092384.411,1076813.467,1020166.456,750302.6099,1351281.626,1033905.602,1117293.834,873331.8076,819802.3262,1128869.52,1002540.666,1052407.836
lia574_pos,,894.7097,11.22,,89035.66278,70336.09269,88804.54561,84554.70365,93320.31738,74969.2518,85728.43192,83352.67082,82761.46651,77233.88372,93664.72902,67675.90685,113863.206,88566.7535,105548.9776,82658.30733,84880.27626,87824.75763,88436.47865,87380.21794
lia59_pos,,309.3024,3,,615442.9042,438486.2211,592364.95,359214.6664,591359.9563,417058.1379,821708.9388,651328.6195,559872.2263,497285.0904,492290.9016,1617700.829,70803.20682,101613.42,43037.50848,730727.3831,648728.4716,716496.7688,684317.1945,681432.4828
lia595_pos,,838.6496,10.48,,85888.55512,86958.49344,84603.73745,76260.74544,82099.84022,86597.55759,75831.77621,83327.00253,74209.34348,76195.53878,82900.11431,80561.86685,111522.5968,99784.68574,94479.09984,83580.03705,82249.76025,84909.56602,83556.33074,80913.76473
lia596_pos,,859.5736,5.05,,,55975.62691,66445.91058,70002.80256,65607.58312,61087.38243,60352.15531,71292.92905,68208.34418,64951.27232,53717.79956,65738.55118,109019.6643,101603.1108,97646.25106,69403.02331,70542.83884,49229.06469,65840.66909,49987.01492
lia60_pos,,508.4483,3.38,,1029308.139,222495.8163,1046674.704,176568.9572,984870.2003,164236.6725,928465.254,164931.0339,1473047.696,179700.6715,818472.5801,188637.6366,,,,769715.6866,686127.7708,659888.4047,622180.9788,593657.3499
