row ID,row m/z,row retention time,QC04,QC06,QC08,QC05,QC08_3,QC08_1,QC08_2,QC02,QC07,QC01,QC09,38,68,67,56,62,74,73,79,37,61,132,116,85,115,80,109,126,86,121,110,13,14,25,32,20,31,7,26,2,19,8,1,49,50,55,127,133,150,122,151,138,144,145,157,139,156,Blank03,Blank04,Blank02,Blank01
_[M + H]+_sirius_GILVNIFCMQDQHU-UHFFFAOYSA-N_corr368_1365_pos,526.4318177,7.454576659,8720663.859,9369372.058,9915162.197,8462298.475,3933773.413,4261467.09,4627260.981,8197909.645,9494004.243,7417908.085,2830586.816,9400342.219,7948800.846,9309791.075,8455017.105,3382636.003,8506991.602,7963519.311,3225177.287,10824697.76,9768518.646,4124746.69,9230381.841,8221592.128,8350745.623,9587261.794,9675165.388,8825571.557,8177677.8,8068331.347,8614091.394,8266621.275,9506207.152,8563753.346,8614083.796,8926798.077,8362888.72,8745421.182,8932336.646,9116790.789,8286618.496,13004519.83,8316925.676,3695481.778,11605966.77,3190360.506,8391970.481,3729141.523,2894155.394,9091709.121,7813373.113,8674820.817,8840236.82,9588196.344,8876376.281,7557195.681,9421467.204,6813478.744,7304709.649,6909106.839,6956020.137
_[M + H]+_sirius_YZQCXOFQZKCETR-UHFFFAOYSA-N_corr_1366_pos,281.1132499,3.446398372,3135571.889,3033817.797,2854034.414,3191569.989,2267310.54,2243028.164,2274741.083,2961390.585,2944753.421,2944440.176,2230323.681,2571626.048,2380364.044,3421067.964,3701320.226,3180449.498,1921252.918,1818863.343,1067087.703,4816504.12,5756774.51,3221907.21,2018232.584,1720449.251,1858525.368,1470416.241,1005694.41,4123939.44,1985641.028,2476088.86,2403783.746,1107292.506,1466792.096,3562379.045,3347869.468,3618090.573,3747112.133,2202214.049,3002383.691,2506777.533,3775619.526,2050170.998,1462847.088,2913146.295,3000080.061,3420671.417,3559294.736,1888606.635,2290290.165,2788096.368,3224524.9,3914602.607,1960195.278,1938158.128,3011440.467,2025225.767,4271645.968,0,0,0,0
_[M + H]+_sirius_DZALQUYFNHIYDL-UHFFFAOYSA-O_corr_1254_pos,330.2274759,4.257315963,5136081.703,5196047.783,5182240.438,4844524.157,3187497.05,3168419.14,3317115.214,4626898.475,5357513.031,4529949.309,3173069.697,6834346.852,6098635.393,1128446.767,7952743.34,2901787.835,8956277.863,1926662.697,1379190.445,1956869.448,988965.1103,1525113.78,15795684.98,1644395.349,1627804.747,8258663.85,2967168.742,1508047.893,11814577.23,2225630.132,11185898.47,1867278.115,4207043.307,1461644.502,6869467.385,4329730.862,1422738.986,2443033.75,4931617.261,5480761.021,1779782.151,6277524.885,2526904.003,1775216.486,6261112.712,687645.5357,6360311.417,5304393.77,1407657.802,14011150.52,3144449.159,2209567.699,2054847.929,3560148.963,8233077.985,4528208.678,1824256.203,0,0,0,0
_[M + H]+_sirius_MYFMARDICOWMQP-UHFFFAOYSA-N_corr_1665_pos,261.1445152,3.377629605,1758728.986,2098175.97,2809072.043,1949253.613,2373891.923,1555557.019,2040128.23,2105187.278,2510236.795,1653623.491,1663598.914,777106.3728,631098.3387,898435.2905,713147.1421,779118.9372,1365340.968,1193708.553,915156.686,1150840.507,1129977.917,908449.1229,1328736.788,974938.7459,1110989.101,1546151.414,1024921.572,1790783.648,1112357.335,1303351.998,1948166.94,740102.706,878644.778,708934.3781,923994.5682,726152.9607,685759.8916,985324.883,1026021.237,864893.4498,896868.4456,1324146.807,987037.5697,557326.9092,815298.6426,672075.8605,1156819.58,564211.2013,665791.2242,1769239.926,739890.4693,1229289.659,921445.0499,942297.5635,870985.2814,644342.5587,1319219.904,0,0,0,0
_[M + H]+_sirius_OCHZTELGZBWSJD-UHFFFAOYSA-N_corr_273_pos,290.2691508,4.906440872,20651312.67,20547890.15,18664936.24,20186743.95,15850246.47,16868415.79,16599509.97,17456574.29,19799260.12,19294877.98,13462222.09,20372140.55,20588703.62,18657704.45,19074763.82,13919827.89,19499115.83,20733399.9,13995045.1,20759562.95,20854076.03,15299411.81,20137671.73,18399207.42,21414436.55,21297807.11,21905170.6,18593540.58,20918072.46,18451937.14,18399854.18,17851782.93,20424944.77,22016340.57,19640218.98,19341694.72,20523320.66,22247193.31,18450829.96,21826941.75,21124156.39,18762005.66,18011569.63,13012047.76,21674376.92,13488172.35,17296380.55,12665241.24,14767119.31,21504028.57,20108323.91,20877319.15,19423849.38,20082683.44,20031171.27,18779675.65,20956211.52,24637538.59,21997530.52,24223918.71,24807339.06
_[M + H]+_sirius_RHGKLRLOHDJJDR-UHFFFAOYSA-N_corr_279_pos,176.1028584,1.120811467,28579849.79,27147908.33,25318224.9,24216788.03,19466940.9,18885293.51,18568396.3,26599457.06,25265633.26,28637707.4,18021120.57,17612485.92,77391583.57,108932730.8,88667548.31,77658913.55,12382626.86,14171566.62,6580319.899,14689332.03,74902603.73,2243154.44,13370015.25,16480532.33,13392526.1,12095910.89,12863743.74,9557325.135,18001184.01,27365543.78,14820640.86,9215098.07,4088931.611,36081057.5,66241050.6,12441017.22,62296759.35,10358354.52,42547676.87,8969200.413,13548792.52,8072474.243,6159420.428,14872802.49,17464398.5,18809956.86,9201070.999,3786745.036,6981883.464,33988172.74,6682978.896,1841360.518,8193499.028,7386758.584,5308567.724,7260082.862,4963105.355,0,0,0,0
_[M + H]+_sirius_UKODLHVFJRCQME-UHFFFAOYSA-N_corr336_1098_pos,291.2530335,6.336873487,10273681.4,11827465.24,14337070.93,10576160.47,6919798.064,6671308.553,6935780.832,3269327.706,12058953.97,8014134.562,6154977.635,1802993.297,9501694.097,11099111.68,5251617.997,5803192.616,4814754.11,4900224.548,6100647.704,5719924.401,10378134.9,3305975.002,9429050.86,7942686.653,10263833.89,9933313.802,11011756.7,9396826.412,9004460.229,5003842.549,12803424.97,12974640.06,12796378.05,5695808.824,9241052.029,7949088.127,5319863.627,11980316.79,5423492.824,5687575.02,3989168.064,8037571.293,9375670.26,5954962.832,12094111.87,6731069.505,9817797.366,5572557.892,5618075.49,8353159.823,8949751.892,6110651.235,8538163.541,9823253.403,5245583.676,7807973.637,5933965.427,6547843.466,3436061.151,5992327.717,4762089.823
_[M + H]+_sirius_UKODLHVFJRCQME-UHFFFAOYSA-N_corr342_1099_pos,291.2530375,6.408095793,4452620.907,11362343.19,13983666.49,10919354.72,6695940.202,6550428.669,7185982.294,7863641.106,11829010.42,3337429.843,2134518.747,8880039.68,9723111.364,10801864.98,11070040.44,5943148.011,12862870.42,13345414.73,6302703.414,9722506.907,10701284.99,9102255.713,2870186.503,8195064.983,3411088.137,10391225.12,10482757.72,9762888.99,2923232.494,13172022.17,12378569.91,12596769.1,12388200.99,13517728.71,2750803.391,1971601.822,13935327.86,11735205.44,10041244.52,14979988.27,24147874.68,2343834.34,3321631.499,6087491.219,11644915.77,6560127.056,3013520.258,5896008.974,1954955.054,2630966.031,9071781.357,10106399.95,2206108.941,3132808.017,36868611.8,2932894.275,10759012.64,1746306.724,8420414.749,1451151.725,5103679.031
_[M + H]+_sirius_VDPCTFWULDLKHT-UHFFFAOYSA-O_corr_287_pos,274.2012924,4.148974652,20635887.73,18825175.14,25447839.33,25372691.89,18346804.29,17445270.51,18282097.55,19311908.3,20187521.2,23543329.46,16726915.51,21154146.66,10048742,1578884.615,25539149.94,6652273.823,93130571.01,6011004.308,1384098.69,7825573.484,2785025.112,6405363.433,43475930.93,3930867.133,4133173.614,39747571.21,9484410.681,2734028.326,71070062.85,7000906.428,126447570.3,2555102.21,15840160.31,2490214.568,22290802.2,33563176.52,4017504.318,3968004.211,20811776.65,51009913.11,4258014.297,37932709.06,10865078.21,2249630.822,14615642.63,1033171.771,31808240.48,35379058.14,2797452.81,57714193.99,10212234.86,2615484.554,3956404.702,12624348.36,47491288.65,8304408.737,5851397.287,0,0,8590.386931,0
_[M + H]+_sirius_IOQKVEQARXJQKM-UHFFFAOYSA-N_corr_289_pos,149.0822032,11.22918026,5123345.945,3805082.631,6844312.303,1763712.252,2441308.793,10575675.13,4178132.406,384772.8481,406043.6181,6541267.218,3696667.641,622100.4279,546523.7142,1298550.041,1372169.663,182719.2708,5680664.657,13929182.58,3596234.829,4035981.442,5190905.598,2150144.339,810755.8094,922516.7565,5679166.91,5639429.919,6369969.486,5374605.184,5033546.45,1365275.251,611765.5043,2127726.663,6079223.104,669083.7495,3102471.092,598971.4856,2929518.352,409352.6187,1513729.734,538120.1592,6226228.905,6258257.955,8227810.065,10492999.93,11060389.27,10229546.34,2913741.238,9557114.281,185972.2081,5378951.273,447996.0311,4909914.716,3188939.397,1615754.439,9094042.631,406058.011,6663519.306,468593.7983,354299.9315,3965162.946,2650520.594
_[M + H]+_sirius_FTLVGMFFHDRYDI-UHFFFAOYSA-O_corr_298_pos,568.3403666,5.844582659,19794875.49,18483612.43,15439370.87,19039364.54,11114314.76,12313060.35,10864554.99,22336556.73,17307812.42,26654881.82,9922694.483,6180683.528,14111819.18,7999059.608,7618954.2,25127485.03,47947356.22,45719832.84,3930049.049,2510055.858,2754414.729,5434059.956,27111582.94,5822297.263,12974902.04,62768883,85065375.96,14214331.18,7228236.986,12077703.92,142232636.6,8614711.458,8358820.737,3394091.284,8798216.917,21546602.85,8457291.994,4576064.233,3603719.47,17395920.29,13025878.3,39809931.75,53384286.17,1335594.923,1751014.02,355071.0298,16129176.88,18890278.09,10784664.55,14027311.65,12192727.26,11980126.39,34047393.64,29921472.35,5462432.216,69347235.05,39652301.67,56073.60827,26865.28819,40339.8066,74302.90923
_[M + H]+_sirius_JTTOBYJUZIFSFJ-UHFFFAOYSA-N_corr_313_pos,163.0978494,11.22943487,4631624.118,2717667.265,8061572.511,1403028.19,2445177.402,11595595.9,6238001.797,258484.1129,198580.6999,7381371.545,5280981.593,217190.2085,225025.423,1119095.592,664460.8842,102654.8039,6361723.661,11418434.07,4604847.075,4433627.154,4388437.124,2352757.009,1249327.464,798954.6804,6814253.336,5871990.683,6003762.533,5482498.08,5552958.598,1183216.191,360819.46,1742870.14,5075894.269,248278.6959,2232157.808,252786.5934,2624843.377,231165.7225,1250033.225,248669.4803,6738824.831,7340436.924,7585961.8,10510464.75,9834802.604,10702037.59,2895267.143,10681391.29,103125.6959,6517116.222,201051.3656,4397027.24,2661032.521,1398249.978,8348420.997,242119.3859,7844772.604,464496.9967,267361.9498,2975577.44,2139702.712
_[M + H]+_sirius_ORCRYIVAJKZTLW-UHFFFAOYSA-N_corr_1419_pos,422.122803,2.8216019,5062577.713,5171722.019,5498093.364,5154333.022,3298554.025,2887810.211,2993021.002,5907459.305,5490131.036,5766990.399,3600295.873,614094.9844,1193734.39,1677768.057,660842.5139,562676.3021,3447213.386,3371371.226,1027221.668,1345865.683,1050946.274,2639724.333,2961536.507,2159857.676,4313349.19,1886548.172,3714993.157,3214191.19,3050682.458,3436639.299,3675099.652,2762839.284,3357997.46,1145674.889,767279.4588,1315858.103,741286.1409,2944751.608,1162347.734,3168221.236,3012868.348,2591923.572,1392291.46,442170.3691,766909.055,518037.4565,3008439.236,1978867.113,2072462.609,3958644,2175186.799,4059755.769,1562215.178,3731574.464,1655244.853,1475793,4096131.165,0,0,0,0
_[M + H]+_sirius_XYYUAOIALFMRGY-UHFFFAOYSA-N_corr_1293_pos,330.2638925,6.331154764,6573816.303,7012580.469,7001832.931,6801252.524,5095432.569,4903546.801,5580917.94,5845978.046,7243093.096,5675234.862,5577928.691,7343545.012,7097177.696,6693495.75,7318371.531,5389623.351,7026024.998,6516893.028,5292006.208,7456850.322,7739121.822,5530930.338,7034873.004,6382391.037,7234819.099,7252275.765,7223328.432,7172516.075,6419757.475,7398926.028,7046792.579,7393349.094,7485338.608,7573773.701,6866387.398,7172640.24,7719092.208,7428786.486,6208429.931,7115424.705,5745589.889,6335618.867,6335343.715,5271260.297,7238338.767,5665409.098,7362222.314,5770779.886,5828616.59,6580381.505,6724229.778,7512348.551,6886490.85,6915420.153,7238879.295,5343532.163,7715481.14,6782525.351,6854314.09,5757175.058,5582379.963
_[M + H]+_sirius_USDJGQLNFPZEON-UHFFFAOYSA-N_corr152_86_pos,217.1046868,3.098576964,120350166.9,120756533.9,115247761.5,124659161,97041541.77,92944244.21,95081748.13,116841869,121241262.5,110943310.6,91434703.96,129006037.8,79063367.02,177898799.3,85923528.22,34325262.81,142612148.3,112622908.2,100342676.9,209965968.6,42240212.71,92817347.66,55803199.05,372065679.2,53220507.18,159749526.6,59567707.76,59646326.21,69353133.1,113551758.6,83696231.07,80379202.57,110315275.7,58962959.05,271561486.7,152741359.8,73484570.73,104878715,194844439.3,56151152.96,186525628.4,71669994.46,128777057.3,165789930.3,81565838.24,49696227.99,126208940.1,58657874.15,77475033.42,170231489.3,52723084.16,60216469.02,57472537.85,158203420.5,112012409.7,107247171.9,137561215.4,20024303.69,29679749.69,31840996.28,21399871.53
_[M + H]+_sirius_NXJAXUYOQLTISD-UHFFFAOYSA-O_corr138_1138_pos,276.144168,2.940147068,4788073.96,4396540.591,4298497.808,4448407.659,3272648.782,2821632.868,3147482.58,4714093.736,4592276.165,4618992.354,3214168.207,4448662.436,3586478.75,4011142.269,3736759.071,2579077.615,5606888.193,4793416.182,1860835.876,4777198.615,981752.834,1784197.197,8478200.577,4606051.295,3607873.234,4470428.975,3516903.78,6932542.451,7859520.755,3191755.06,6140875.75,3281757.95,2884434.551,3478204.764,6754127.481,3839167.443,4462033.718,3903008.255,4739541.136,4032741.291,4610976.939,3824725.89,3171950.013,3182193.506,5729513.678,764908.3984,6946983.863,2828508.317,2081798.056,8929971.058,5403441.011,2239167.391,2855383.155,4126489.293,4097995.289,3944431.04,2608772.966,0,0,0,0
_[M + H]+_sirius_PZPPOCZWRGNKIR-UHFFFAOYSA-N_corr_92_pos,697.1020006,1.313148667,119529629.7,105182957.2,81618064.44,106557668.1,65545003.26,65127364,62425226.04,129314465.1,92828842.59,132286156.4,58462694.33,407628687,3543088.167,0,460102526.3,262488416.5,0,0,0,416834166.9,362622223.2,0,42357630.01,64471.01025,10698974.6,0,0,0,29879731.06,137717407.4,0,6127346.324,24448904.88,286382010.9,574429664.9,113173855.5,458938236.6,2169446.702,183597259,0,94481949,1884563.033,27664417.86,310169238.6,451525738.3,154057783.5,8388338.933,6801155.338,622711.154,101705758.6,42370803.14,0,0,232945.3048,150226298.3,15567577.07,152694219.5,0,0,0,0
_[M + H]+_sirius_VYEONLJQPYRKAN-UHFFFAOYSA-O_corr174_96_pos,276.1806095,3.335495598,166240616,157995965.4,150596632.9,163124785.3,96927872.48,98345996.19,97973704.95,158771923.6,163515179.8,158721982.2,92297451.47,163197366,163977556.6,108094227.5,172021739,63724496.39,209786750.3,159291497.9,65107943.49,104267757.1,85374074.77,153050540.7,188017460.2,126179059.9,56286086.31,162291440.9,155731321.1,131398466.2,273420680.4,148960911.4,182102160,98761206.83,120363719.5,158748463.4,145498299.8,143138175.4,83482761.96,129088156.3,168790281.8,140027444.5,121712394,138180367.4,102451557.2,66373409.24,169563804.7,83978044.42,227220951,118320894.8,76649421.82,264290455,89689781.15,213069965.4,96291573.58,178089362,160414523.3,202289735,117341579.4,0,0,0,0
_[M + H]+_sirius_LZOSYCMHQXPBFU-UHFFFAOYSA-O_corr276_110_pos,316.248484,4.757312935,65043134.9,66979056.59,60608550.79,66149524.54,44699019.17,44147008.47,47452356.06,68861563.47,68217220.28,65393067.44,37649233.45,107102543.1,49813968.48,4540904.804,201661780.8,103658399.3,83816619.59,9155955.277,3671747.878,50009733.68,39618452.55,18364993.44,67460059.66,17767585.03,13366301.77,68399394.58,35141652.91,8846324.944,113047833.2,15398447.54,121223102.8,5685214.033,13380723.83,23609051.63,38112510.25,44687072.86,38352363.9,6899391.328,44099201.9,42168823.1,28302744.87,35668414.82,32938771.17,34006719.42,67012566.08,24240733.4,89782332.75,37597429.86,8245337.583,124900571.3,19991193.83,14286135.84,13460454.75,36486518.71,102546468.4,18220114.69,60990887.54,30110.63834,8678.415089,9439.797057,0
_[M + H]+_sirius_ZNYRFEPBTVGZDN-UHFFFAOYSA-N_corr187_1325_pos,209.1383952,3.467757505,2224834.964,2281269.64,2172515.688,2380331.238,1787690.46,1775218.302,1883816.001,2342496.783,2429650.367,2318156.994,1697182.261,1555038.07,1148468.095,2414471.798,937574.1759,521436.5817,2263163.595,1419313.37,969580.4802,2971293.965,796092.2723,1159506.042,825492.9226,9759783.023,816090.702,2074117.228,1096359.025,224177.6368,1392893.596,904506.5226,1720013.766,1253146.685,1073200.526,950089.0995,4262664.398,2243394.057,1122716.73,629052.7497,4255050.193,1011155.291,2527047.001,902454.0095,2465270.537,2665060.28,1156063.622,553524.2021,1576838.251,476986.9535,1235226.641,2681085.398,907272.8375,1237452.812,898243.5287,1771364.526,1333896.216,1778005.829,1893362.19,227479.8178,354392.4354,210128.3749,215290.7682
_[M + H]+_sirius_HEUQYIQQCNOXOG-UHFFFAOYSA-N_corr282_125_pos,244.1909366,4.87611078,61004580.41,55817662.49,56776493.82,59646121.31,48563795.69,56293109.34,56786532.68,55546204.85,56017821.41,58654683.51,46714217.61,22601444.32,7109847.466,11820167.62,10794100.57,17929612.76,12941818.07,9743796.782,9696732.88,23428734.05,29643971.02,10644304.09,13856843.83,32146375.62,3683148.211,9441166.915,9684013.65,8247503.31,26259931.85,13264182.71,11716069.61,7893477.486,21502370.11,16830451.85,21586638.55,8577334.766,11490486.48,15269460.29,9086142.68,41234265.09,17966718.07,13136257.49,11811699.72,15914585.71,14792985.09,11876541.55,8923228.915,7373226.56,21243450.22,37828418.23,7230427.851,9660034.327,12896032.05,10089217.3,18371512.41,38908268.53,5060695.959,4914153.343,3218852.086,3888473.278,3630210.189
_[M + H]+_sirius_DBHKHNGBVGWQJE-UHFFFAOYSA-N_corr322_130_pos,478.2933503,5.850450982,71087754.19,63425926.68,60392196.73,67680670.43,34990443.59,39172785.57,38465667.58,71050182.46,59234423.87,76582275.46,37720993.38,42376089.49,384835348.7,298155079.7,75779269.99,381278946.6,182266350,164313580.3,44637114.46,25595969.46,22099604.07,9645383.559,21260589.33,29977608.82,14557064.41,315913120.2,82112929.26,19674096.93,31029700.46,18011551.53,197415910.1,34631290.38,53753427.24,54496938.25,49213949.52,272262350.4,45047783.79,62634506.27,61089674.84,353951550.3,65338095.86,491045279,550424307.8,17274364.9,30524130.2,8786230.281,16648566.61,22222227.05,55098418.26,15285182,40362519.75,25736438.43,75563449.57,66217776.26,28550894.74,45105477.29,98423836.5,456618.8034,343094.4346,357551.4549,340446.2272
_[M + H]+_sirius_JBKVHLHDHHXQEQ-UHFFFAOYSA-N_corr194_25_pos,114.0913426,3.549775638,552801094.4,557153442.3,523439501.9,547037422.6,440661928.7,440076213.7,458832105.4,557064158.5,535875673.2,554049133.1,413617937.3,120093750.8,35410806.79,13664049.95,62675012.51,290078071.4,31041172.88,47644555.5,28066130.84,143730517.5,36333155.92,182197459.1,63658282.11,86630098.01,39081794.19,30532071.62,37900988.07,64354006.61,153943584.7,46531455.27,57448490.81,15725443.82,63199157.43,22617890.07,124905958,63235324.85,55867197.44,18677610.7,99204418.21,39358578.29,30164140.37,42858081.44,42674366.09,81685021.41,141219287,47659230.09,133569274.5,61940329.73,10835853.4,95361557.38,192503344.3,50103590.44,49772758.87,75372645.55,86219590.91,66732222.8,137667374.5,12790397.79,13518638.98,12288598.39,11628279.89
_[M + H]+_sirius_DTYRWULXBWFUDY-UHFFFAOYSA-N_corr_142_pos,249.1555931,0.938823034,117917622.8,111678700.3,111785159.1,109857752.9,78640377.87,73337354.32,79780237.24,110310392.3,112748786,114705377.6,73650888.12,146262922.1,149929322.8,125934072.9,191307889.7,125528087.1,93514972.35,87658774.7,48219248.58,136008388.7,189107413.7,48852178.4,131589984,81154008.45,70625411.1,104751883.8,92127890.05,67607135.02,122213984.1,129337270.1,112367914.1,90588114.72,105002683.4,95942511.98,151580031.7,119323639.9,133667265.5,92344438.51,131332648.8,91855383.71,102543373.7,110934369.4,76155038.13,82276519.27,134700404,95239364.6,95069172.48,100946872,63094970.93,228631654.8,142084054.2,89098982.54,54373485.7,65645429.91,103603785.2,148208502,70961069.24,0,0,0,0
_[M + H]+_sirius_YKUSCXGLCUEWME-UHFFFAOYSA-O_corr_30_pos,229.1546947,2.370274758,1183170008,1248791449,1250922231,1303305264,879293533.5,1320785316,850289667.7,1192778004,1441832514,1159002282,764102409,1278958422,1119082793,1070933564,1243808176,746273209.6,795459799.3,1027575118,857835963,1629918891,1257214269,1223127874,1086302006,1352036230,1406286711,899442208.1,920300310.2,1552940257,871086049,1467725448,1066774810,1281668887,998379516.5,1064543363,1421425051,1128012035,1151559337,1255318143,1005480681,1040717932,1151090710,1157568308,949461881.7,1592045356,1527188965,644111502.9,1471942351,688582348.6,689508712,1141960483,901121441.4,1544363328,1183002848,980818694.4,814869304.3,1171095118,1450533326,0,0,0,0
_[M + H]+_sirius_IOQKVEQARXJQKM-UHFFFAOYSA-N_corr373_155_pos,149.0823058,7.593507002,178187234.5,168115372.1,166890539.3,184986051.5,288937184.3,308962387.6,289950393.8,188697131.5,179228188.3,181747329.9,273038216.6,156794840,165402619.9,176987147.1,146538492.2,256811560.1,166987422.5,166460716.1,268752543.3,166064034.5,178770022.8,265267787.7,174639211.7,205672617.9,160475820.4,157599716.1,173431460.4,177938066.7,182656800.6,173107409.5,168193320.7,183843634.3,169353964.7,178863333.7,167703290.8,182509542.1,184355786.4,189745864,201335543.4,157497137.1,193740795.5,174438523.3,187580297.9,267843504.3,176722030.7,271208389.7,158126515,255137771.4,247390659.3,191703377,156348816.7,172254145.8,186091275.2,176258359.1,172853218.3,191963608.8,176009554.3,232885012.6,224189396.7,202735944.1,233323158.8
_[M + H]+_sirius_SPJFYYJXNPEZDW-UHFFFAOYSA-O_corr325_34_pos,520.3405585,5.900304509,547040911.4,467676523.2,482983487.4,534652387.7,309249360.6,316205301.5,311501961.2,568034338.5,492996224.8,587607072.2,294378691.8,478401000.6,1886725979,1409002028,673847802.2,2136359893,1098734563,1155840821,179501365.5,213099792.7,160734419.2,142586022.1,341954572.1,196512317.8,181777792.2,2043592351,1049336658,226665166.5,278665958.6,217174062.3,2147830347,241501838.8,419281928.4,277513376.2,301562325.6,1008301835,361309647.8,295774708.7,275997053.5,1354772494,380068047.3,2171902799,2563816027,171925500,247718687.5,59922180.81,278582476.9,183850128.4,289370396.6,242055511.2,301145688.8,291621040.1,538317745.3,492001345.6,210256148,748790654.2,907558085.7,0,0,0,0
_[M + H]+_sirius_VZSTVUJXUYNIOQ-UHFFFAOYSA-N_corr_36_pos,129.0659127,0.936651212,921666287.5,882565177,841709619.1,895873779.7,830961890.8,812129855.3,775584541,900721852.5,930888842.6,896205054.1,803569477.9,825544098.6,423914999.9,527656107.3,465295275,393922556.9,1459391271,1395470266,980828748,676259422.9,336522860.2,309809170.5,2424930083,1114567145,1849078203,1236181461,1456360358,732463497,1249271691,1205844126,2150476692,1097700256,808568281.3,544934705.4,427072080.4,479008942.2,451759581.4,1641258377,497274726.2,1727619587,487343205.6,1439178680,1198033689,1051462477,770667825.6,212392591.9,661154537.1,407323100.3,210507884.9,1627646099,178000088.3,374881588.8,246704523.3,256237293.2,227937163.9,446874386.4,200188424.9,3126106.299,2933088.824,3196184.386,3364504.406
_[M + H]+_sirius_YPZRWBKMTBYPTK-UHFFFAOYSA-N_corr73_45_pos,613.1597445,1.435265528,252956903,240840212,210808390.7,222654101.1,149126528.3,143211453.7,144995532.9,270364030,218916288.1,278749725.5,147034303,169735019.4,327602527.6,458648400.2,229755523.7,157371772,384118607.6,414670694.3,207607294.5,220512824.5,318484793.7,254373613.8,310592386.1,269880750.7,338612946.1,391955910.7,247585973.6,516082807.3,270031154.8,304007734.3,353004905.2,244311892.8,310730413.1,215857557.5,292183644.9,204404434.5,170024877.6,304163759.7,224902207.3,361694509.1,301634796.2,418034179.7,255913750,112366746.1,136745690,123188380.4,330280625.2,252902762.9,218930852.2,438260773.5,305633786.4,425067446.3,351474482.7,275567218.3,234774869.4,327879600.1,261661812.5,0,0,0,0
_[M + H]+_sirius_XDKUKGIJDNUFGK-UHFFFAOYSA-N_corr377_48_pos,82.05251906,7.639421316,850905500.5,780419842.5,740533250.1,779782155.6,614073976.9,613386278.4,634818506.3,1005178629,775802289.7,1041523259,621919151.2,767588857.6,827220526.7,817248819.6,841600084.4,613353727.7,844136847.7,875335363.5,579071611.4,755957133,795863070,592619397,767224544.1,918367270.9,799474825.7,823429930.5,731258027.9,798976855.8,885653619.8,770623566.2,834612024.5,780494629.2,751890356,803127948.3,791559454.8,899476107.3,772130117.7,753047729.3,886601996.8,808025444.7,944989285.8,987679610.1,877969867.1,597017541.3,821030620.6,591764538.2,787634626.4,638909736.8,592627606.8,937672736.2,777038088,778141725.8,845913934.6,831571126.6,775310632.5,951870542,814164453.1,1083767645,1045897966,1148008892,1197361496
_[M + H]+_sirius_POTCZYQVVNXUIG-UHFFFAOYSA-N_corr_1011_pos,288.118885,1.678075982,11291031.94,11560664.46,10866904.17,11566761.07,7670801.291,7249704.211,7398668.315,10971105.36,11153636.32,11088813.9,7991428.194,8772474.822,10220639.33,12425760.51,11819792.67,8657461.764,9193133.727,8625306.106,4809168.158,14552015.58,14942596.72,9721188.407,9209587.372,8273466.994,8020511.007,9056754.085,5209313.283,15682034.25,9345729.759,9411275.957,9568071.305,5275587.931,6438891.789,13693422.32,13602291.53,12630626.46,14544826.59,9731541.496,10872413.18,10632248.17,13810676.35,8931291.069,6261495.688,9027822.081,11141030.96,6928831.38,13731932.15,6255351.296,8095208.577,10768880.7,10952343.99,13600159.77,8041019.523,8065901.12,10063129.59,8320119.592,11476377.84,0,0,0,0
_[M + H]+_sirius_FKPXGNGUVSHWQQ-UHFFFAOYSA-N_corr372_9763_pos,99.0552936,7.518119316,82226224.32,83141259.5,75265150.85,77018250.15,66444639.32,64127813.35,71630366.91,85661585.27,76823617.71,83323378.56,69348646.78,80595750.05,79233292.56,78139589.81,90135744.34,65610122.64,85822858.58,83058431.86,66864441.03,78833413.57,78888568.03,62342488.63,83196822.9,81332832.76,85644714.76,83951861.35,76751495.28,78960226.81,77814368.33,77707499.45,82177238.19,79061553.61,80226200.53,81270996.89,78250480.21,82390340.46,84082306.15,80000556.5,81442021.89,83384948.03,83556769.11,87076376.18,82705113.53,70107723.97,80708448.6,61779065.6,78732837.2,77150395.86,63379223.6,81867056.49,83102855.86,79978763.16,79393036.78,79005817.7,77051759.27,79797352.95,87330583.28,87225460.77,85819949.74,90542343.99,87050028.78
_[M + H]+_sirius_WXFYBFRZROJDLL-UHFFFAOYSA-N_corr88_6535_pos,434.941391,1.782451236,10577855.86,10177106.63,6934739.737,7462561.897,6744491.462,7382196.28,7174240.423,10709627.18,6611357.276,10681741.44,5014894.304,4132058.265,2982922.247,2595848.198,13210333.19,5104687.621,4171171.017,2699135.892,1403918.333,6524361.796,9509312.887,4300731.344,3868179.411,4276753.564,13221047.92,5823509.13,5824408.185,4129467.708,10103598.74,6571837.362,2441401.552,3314643.305,4074040.81,8158652.578,0,10068533,6662105.681,6043980.266,7541696.193,4467542.531,7671364.888,2707904.228,4511604.283,4323209.54,8826603.056,3079585.25,12909571.93,2285580.484,3870141.586,11553770.01,10527985.45,3769815.503,4585254.009,5257562.791,9247983.916,4117813.478,15893952.22,0,0,0,0
