RT [min],CCS,m/z meas.,Original annotation,Molecular Formula,Annotations,AQ,Name for process,Ions,ID library,Positive id forms,Positive id forms formatted,ID confidence,Annotation Source,mSigma,MS/MS score,mz,BlankC1,BlankC2,BlankC3,BlankC4,BlankC5,BlankC6,QC01,QC02,QC03,E3,E6,F3,F5,F4,E2,QC04,F2,F1,F6,E5,E4,E1,QC05
3.4,274.4,736.5272,PE O-17:1_20:4,C42H76NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-17:1_20:4_736.527_3.4_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10.3,990.8,-1.984,0,0,0,0,0,0,83361,102795,80342,0,91094,113618.8,141973,103136,55340,86003,80985,109512,132488,102194,74007,0,0
3.68,279.5,764.55879,PE O-17:1_22:4,C44H80NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20121,PE O-17:1_22:4_764.559_3.68_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,57.7,952.2,-1.675,0,0,0,0,0,0,128977,119505,127237,114749,122788,133850.6,148571,115873,91746,138055,117178,161519,126112,120292,122528,122496,121371
3.69,277.4,752.56176,PE O-18:0_20:4,C43H80NO7P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",10111,PE O-18:0_20:4_752.562_3.69_[M-H]-_low,[M-H]-,Spectral Library,0,0,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,60,598.3,2.278,0,0,0,0,0,0,180513,231203,261509,0,0,192486.2,0,205068,0,244811,299345,237310,220708,139805,243254,227948,0
4,269.7,702.54304,PE O-18:1_16:0,C39H78NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-18:1_16:0_702.543_4_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,32,978.8,-1.899,0,0,0,0,0,0,201756,181894,218438,131589,182626,187617,231166,246857,68085,216030,180327,186486,93249,177601,156459,169750,229684
4.39,276.6,730.57354,PE O-18:1_18:0,C41H82NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10221,PE O-18:1_18:0_730.574_4.39_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,27.5,705.9,-2.843,0,0,0,0,0,0,60893,48642,60558,30803,58311,44544,66189,63361,11118,61788,45692,39317,8161,56224,63214,47452,66707
4.01,274.4,728.55945,PE O-18:1_18:1,C41H80NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-18:1_18:1_728.559_4.01_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,35.7,898.2,-0.651,0,0,371,0,0,0,856472,787025,848410,935396,880802,863379,1049524,987607,764682,999724,780495,767696,731573,992861,811938,726310,948148
4.38,281.6,756.59043,PE O-18:1_20:1,C43H84NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20211,PE O-18:1_20:1_756.59_4.38_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,36.7,679.2,-1.525,0,0,0,0,0,0,386024,368389,378283,377628,357667,304174.4,376473,428924,265621,380922,343021,221890,150564,319001,347499,274280,410516
4.05,279.1,754.57376,PE O-18:1_20:2,C43H82NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10111,PE O-18:1_20:2_754.574_4.05_[M-H]-_low,[M-H]-,Spectral Library,0,0,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,50.5,611,-2.601,0,0,0,0,0,0,328394,319584,394239,394365,307743,334359.8,392719,337897,375434,409936,406836,289879,244468,380107,342599,324770,423655
3.9,278.6,752.56002,PE O-18:1_20:3,C43H80NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20111,PE O-18:1_20:3_752.56_3.9_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,50.6,599.1,0.576,0,0,0,0,0,1319,216510,222010,140384,216637,195009,245827.6,242382,278097,213944,221240,292598,194904,221157,170311,206385,181505,227727
3.59,277.1,750.54605,PE O-18:1_20:4,C43H78NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10221,PE O-18:1_20:4_750.546_3.59_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,45.5,969,2.312,795,740,0,0,0,0,2685912,2439316,2745264,1744163,3143588,2970336.4,3637387,3442237,1771158,2548302,1946575,2671052,3154431,3042317,2130893,1868473,2584627
3.33,275.8,748.52835,PE O-18:1_20:5,C43H76NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-18:1_20:5_748.528_3.33_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,44.3,736.2,-0.491,0,0,0,0,0,0,702791,704966,708284,524219,673129,762040,943180,755303,580906,656019,586715,766718,758284,729801,631712,590938,803839
4.75,287.4,784.62202,PE O-18:1_22:1,C45H88NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20211,PE O-18:1_22:1_784.622_4.75_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,30,642.5,-0.975,0,0,0,0,0,0,161985,157335,172079,132442,142838,113506.8,139290,170370,70206,152858,135737,83615,38522,111948,175773,127906,183258
4.11,283.9,780.59013,PE O-18:1_22:3,C45H84NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20211,PE O-18:1_22:3_780.59_4.11_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,40.7,686.4,-1.49,0,0,0,0,0,0,238408,328677,304743,265523,234286,258547.4,322339,314556,217317,237252,326659,192180,137003,227789,249122,259251,262993
4.18,284,780.59003,PE O-18:1_22:3,C45H84NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-18:1_22:3_780.59_4.18_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,32.2,918.7,-1.64,0,0,0,0,0,0,259393,314245,266541,261450,255790,248488,280081,300728,216766,283093,236283,232994,192354,247256,232250,214994,280849
3.86,282.8,778.57671,PE O-18:1_22:4,C45H82NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-18:1_22:4_778.577_3.86_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,35.5,814.7,1.704,893,0,0,0,0,0,855132,811874,836030,747210,857639,887656.2,1011671,884163,797252,838425,758190,821753,962504,798895,799353,736123,813395
5.1,293.6,812.65135,PE O-18:1_24:1,C47H92NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10211,PE O-18:1_24:1_812.651_5.1_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,2.4,513.5,-2.829,0,0,0,0,0,0,31281,31708,31975,16501,27018,19775.4,30951,39050,5940,31888,25238,0,3638,21441,30935,19384,35211
3.97,288.5,804.59099,PE O-18:1_24:5,C47H84NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20211,PE O-18:1_24:5_804.591_3.97_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,37.6,574.9,-0.122,0,0,0,0,0,0,220420,247861,236100,213809,218148,218468,231667,251145,227512,224348,255027,205675,148826,223146,245334,242033,236189
3.69,286.7,802.5746,PE O-18:1_24:6,C47H82NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-18:1_24:6_802.575_3.69_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,47.8,881.5,-1.358,0,0,0,0,0,0,194816,215977,206581,185171,180808,171947,198313,176935,180967,194852,187105,168474,128908,189069,193439,184044,205598
3.25,275,748.52827,PE O-18:2_20:4,C43H76NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-18:2_20:4_748.528_3.25_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,39,885.4,-0.774,0,0,0,0,0,0,524309,502566,529700,479179,537087,537779.6,511265,531458,500867,564774,428512,606252,611411,649647,458590,537787,481306
2.97,273.8,746.51147,PE O-18:2_20:5,C43H74NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-18:2_20:5_746.511_2.97_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,38.9,726.1,-1.653,0,0,0,0,0,0,248836,258064,247700,234613,259241,281761,324433,314582,193675,244233,244164,268574,257052,228238,198247,210421,242943
4.38,285.9,782.60574,PE O-18:2_22:1,C45H86NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-18:2_22:1_782.606_4.38_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,49.3,733.5,-1.588,1635,1336,1295,1252,1806,1405,196457,180057,205370,211355,168362,154276.2,168070,208755,178147,184781,201985,121764,70807,156586,180217,161650,214115
4.05,283.3,780.5898,PE O-18:2_22:2,C45H84NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-18:2_22:2_780.59_4.05_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,25.9,923.9,-1.882,0,0,0,0,0,0,222303,233675,251971,240837,219338,110274.4,238943,0,238378,259166,0,179330,133099,246122,236843,0,261220
3.8,282.9,778.57412,PE O-18:2_22:3,C45H82NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10221,PE O-18:2_22:3_778.574_3.8_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,26,865.6,-2.107,0,0,0,0,0,0,496973,470306,0,0,441393,78531.2,0,0,526489,483412,0,392656,0,424899,488252,512310,508796
3.48,281.3,776.56013,PE O-18:2_22:4,C45H80NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PE O-18:2_22:4_776.56_3.48_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,18.1,882.1,0.204,0,0,0,0,0,0,1054536,990038,1006973,1044683,973369,858673,822359,923139,1004008,934410,975767,927519,644581,984527,1040325,1089286,952754
3.58,286.6,802.57394,PE O-18:2_24:5,C47H82NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20121,PE O-18:2_24:5_802.574_3.58_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,61.6,878.1,-1.928,0,0,0,0,0,0,145618,136526,146202,151487,139052,110156.2,88900,109093,188489,141553,154074,130283,68431,133807,129899,200769,127348
5.1,297.8,838.66496,PE O-18:2_26:1,C49H94NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10211,PE O-18:2_26:1_838.665_5.1_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,32.5,536.3,-4.479,0,0,0,0,0,0,18838,17308,18867,15225,13722,13761.4,15457,21477,7777,17925,16662,10864,4347,16497,18270,13886,17270
3.99,283.3,778.57629,PE O-20:1_20:4,C45H82NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20121,PE O-20:1_20:4_778.576_3.99_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,68.3,924.5,0.611,0,0,0,0,0,0,414295,420122,433848,398797,463208,437175.2,573138,507464,324108,448979,398594,331157,375523,454550,455496,293362,494806
4.39,289.7,806.60556,PE O-22:1_20:4,C47H86NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20121,PE O-22:1_20:4_806.606_4.39_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,168.5,739.3,-1.427,0,0,0,0,0,0,115805,119502,117574,113834,120801,82406.8,129284,129849,75911,138695,95840,0,57061,112933,127068,89891,124943
3.45,285.4,800.55821,PE O-26:7_16:1,C47H80NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20111,PE O-26:7_16:1_800.558_3.45_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,111.7,637.3,-1.61,0,0,0,0,0,0,57213,54966,52666,49162,63363,47715.2,45700,59474,54502,52354,45812,48283,39307,55230,54465,56346,54162
3.27,261.9,672.49573,PE O-32:2,C37H72NO7P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species",10111,PE O-32:2_672.496_3.27_[M-H]-_low,[M-H]-,Lipid Species,0,0,low,,104.7,660.1,-2.905,0,0,0,0,0,0,32608,35331,33337,33974,29058,36390,28405,34319,42658,32484,40984,34976,43266,38294,32186,44576,29099
2.96,269.5,720.49613,PE O-36:6,C41H72NO7P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species",20211,PE O-36:6_720.496_2.96_[M-H]-_Medium,[M-H]-,Lipid Species,2,2,Medium,,34.1,609.2,-1.71,0,0,0,0,0,0,308004,324952,378584,219598,300743,432295.6,531366,487962,185871,305091,318540,401323,422287,283526,263287,246220,289906
3.48,276.5,750.5458,PE O-38:5,C43H78NO7P,"Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20211,PE O-38:5_750.546_3.48_[M-H]-_Medium,[M-H]-,Lipid Species,2,2,Medium,,14.8,666,1.981,0,0,0,0,0,0,1409712,1362517,1532695,1254640,1274147,1316862.2,1294945,1375606,1220783,1364430,1354703,1538804,1020253,1400311,1352360,1353970,1352892
2.7,273,740.54714,PG 15:0_18:1(d7)(is),C39D7H68O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PG 15:0_18:1(d7)(is)_740.547_2.7_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,7.8,870.6,0.936,3649030,3753250,3706135,3780558,3982472,4143832,1365429,1332102,1271589,1571778,1294348,1380744.4,1420390,1237391,1374805,1346098,1262638,1490144,1493159,1336661,1367207,1556792,1350057
2.17,271.2,715.45419,PG 16:1_16:2,C38H69O10P,"Lipid Species, Lipid Species, Lipid Species",10210,PG 16:1_16:2_715.454_2.17_[M-H]-_low,[M-H]-,Lipid Species,1,1,low,,26.6,643.1,-2.608,0,0,0,0,0,0,193505,184267,167649,269469,197419,139947.8,92281,130829,373972,201568,279108,105485,92036,178779,279643,266225,199630
2.44,278.1,745.50356,PG 16:1_18:1,C40H75O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PG 16:1_18:1_745.504_2.44_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20.5,952.1,1.454,2306,2039,0,0,2328,1835,2059355,2194435,2200928,2766481,1951527,2105850.2,1849383,2039732,2759474,2130477,3059609,1891272,1689255,1860075,2285162,2584163,2109515
2.6,273.7,745.50061,PG 16:1_18:1,C40H75O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10121,PG 16:1_18:1_745.501_2.6_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,67.8,774.2,-2.545,0,0,0,0,0,0,217180,222952,226273,300976,255077,201471.2,176377,202973,283082,222846,240852,160506,226648,243358,229109,236952,235769
2.27,277,743.48522,PG 16:1_18:2,C40H73O10P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species, Lipid Species, Lipid Species",10110,PG 16:1_18:2_743.485_2.27_[M-H]-_low,[M-H]-,Lipid Species,0,0,low,,75.7,774.3,-2.209,0,0,0,0,0,0,130766,121678,114769,191208,124471,95732.6,80703,106122,220420,113537,185407,19596,86835,101009,158677,150181,126142
2.44,272.6,743.48567,PG 16:1_18:2,C40H73O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20111,PG 16:1_18:2_743.486_2.44_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,174.6,509.8,-1.524,0,0,0,5163,4593,3531,91857,88957,97822,103146,138640,77943.8,82618,83539,141700,100693,105099,54085,64378,124363,93441,121660,87191
2.22,280.2,767.48545,PG 16:1_20:4,C42H73O10P,"Lipid Species, Lipid Species, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20210,PG 16:1_20:4_767.485_2.22_[M-H]-_Medium,[M-H]-,Lipid Species,2,2,Medium,,44.8,628.2,-1.833,0,0,0,0,0,0,231405,236542,256647,392930,284274,213982.8,193609,199223,509776,286126,371124,105020,200938,288898,400174,312320,287284
2.2,276,741.46959,PG 16:2_18:2,C40H71O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10211,PG 16:2_18:2_741.47_2.2_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,34.1,639.7,-2.554,0,0,0,0,0,0,239296,249895,229771,322593,269612,212606,160302,172789,468332,257149,438000,113931,178008,245656,293582,251768,274673
2.43,276.7,767.48715,PG 16:2_20:3,C42H73O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20111,PG 16:2_20:3_767.487_2.43_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,156.1,641,0.377,0,0,0,0,1232,0,0,20473,28481,22069,36556,23636.2,28938,22429,29785,28171,22567,20807,23440,29646,22545,30799,30303
2.13,283.3,789.47165,PG 16:2_22:6,C44H71O10P,"Lipid Species, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species",20210,PG 16:2_22:6_789.472_2.13_[M-H]-_Medium,[M-H]-,Lipid Species,2,2,Medium,,41.5,743.6,0.572,0,2087,0,0,0,0,409035,395958,410223,515776,557002,546795.6,586616,477397,409891,423940,668276,399499,602190,497653,520334,337350,463477
2.03,281.7,787.45509,PG 16:3_22:6,C44H69O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20121,PG 16:3_22:6_787.455_2.03_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,51.5,945.2,-0.563,0,0,0,0,0,0,128796,131559,128795,168336,172054,163485.2,246891,173602,89540,133542,92325,95315,209293,189894,178191,129003,158467
2.27,287.1,805.50533,PG 17:1_22:6,C45H75O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10121,PG 17:1_22:6_805.505_2.27_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,66.9,800.9,3.5,0,0,0,0,0,0,144020,146726,135170,199675,152985,196310.2,218649,215858,147515,153210,198668,124453,223923,139691,167134,124076,161052
2.89,286,775.55174,PG 18:0_18:1,C42H81O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10021,PG 18:0_18:1_775.552_2.89_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,?,717.4,2.942,0,0,0,0,0,0,78113,72973,82623,0,72644,97822.4,106900,116514,60338,79963,75278,71586,118834,0,67324,42122,79870
3.17,282.3,775.54962,PG 18:0_18:1,C42H81O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,PG 18:0_18:1_775.55_3.17_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,25.1,768.1,0.297,0,0,0,0,0,0,2422909,2278034,2306822,1805238,2623899,2765452,2897393,2600268,1976348,2289382,2283821,2412229,3633549,2970676,2131388,2020539,2261328
2.35,277.2,743.48523,PG 18:1_16:2,C40H73O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10111,PG 18:1_16:2_743.485_2.35_[M-H]-_low,[M-H]-,Spectral Library,0,0,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,144.9,599.4,-2.132,0,0,0,0,0,0,133843,150556,138517,180512,131635,131119,120483,136722,158485,147037,158512,110049,129829,119318,163739,120045,133387
2.64,284,773.53387,PG 18:1_18:1,C42H79O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20021,PG 18:1_18:1_773.534_2.64_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,?,820.1,0.074,0,1623,0,0,0,0,1420060,1506578,1599224,2277133,1364708,1584611.8,1391661,1681916,1854535,1534187,1888042,1122120,1839320,1389163,1918378,1325179,1611065
2.65,278.4,771.51655,PG 18:1_18:2,C42H77O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10011,PG 18:1_18:2_771.517_2.65_[M-H]-_low,[M-H]-,Spectral Library,0,0,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,?,581.8,-2.085,0,0,0,0,0,0,62691,63545,69045,88052,79047,56314,55987,56212,81980,65263,68389,32876,68106,85017,95567,58373,65518
2.5,287.7,797.5321,PG 18:1_20:3,C44H79O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10111,PG 18:1_20:3_797.532_2.5_[M-H]-_low,[M-H]-,Spectral Library,0,0,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,109.2,511.3,-2.4,0,0,0,0,0,1272,229916,254942,255041,361990,281664,334417.2,294545,246146,269645,229309,449977,386531,294887,252189,307798,251721,264309
2.44,286.7,795.52001,PG 18:1_20:4,C44H77O10P,"Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species, Lipid Species",10210,PG 18:1_20:4_795.52_2.44_[M-H]-_low,[M-H]-,Lipid Species,1,1,low,,20.4,730.6,2.279,0,0,2595,0,0,0,2126605,2215540,2267288,2869748,2724564,2200171.8,2374227,2053939,2445104,2322462,2408458,2025967,2138268,2558091,2666904,2511997,2146213
2.29,285.4,793.50356,PG 18:1_20:5,C44H75O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20111,PG 18:1_20:5_793.504_2.29_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,55.4,670.7,1.322,0,0,0,0,0,0,322604,321526,264888,437605,331230,234953.4,353796,306431,321717,285831,0,162719,351821,319967,378820,252994,309069
2.36,290.3,819.5206,PG 18:1_22:6,C46H77O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10121,PG 18:1_22:6_819.521_2.36_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,53.5,921.5,3.039,0,0,0,0,1399,0,4141511,4458492,3922936,4276603,3892776,5082638.6,5619657,5979980,3101237,4434380,4204677,3659778,5949101,3959037,4296621,3591795,4086393
2.43,289.9,819.51874,PG 18:1_22:6,C46H77O10P,"Lipid Species, Lipid Species, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20210,PG 18:1_22:6_819.519_2.43_[M-H]-_Medium,[M-H]-,Lipid Species,2,2,Medium,,39.6,660.7,0.132,0,0,0,0,0,0,665460,556503,683481,799081,680800,696153.6,834319,689520,641483,561865,572411,615789,768729,658248,623793,530257,587874
2.32,281.6,769.50075,PG 18:2_18:2,C42H75O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20111,PG 18:2_18:2_769.501_2.32_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,76.3,532.9,-1.802,0,0,0,0,0,0,122428,119296,127792,160286,120807,112281,102912,117111,0,128127,143513,78950,118919,127630,168451,125435,124940
2.44,281.7,769.50131,PG 18:2_18:2,C42H75O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20121,PG 18:2_18:2_769.501_2.44_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,167.4,756.7,-1.539,0,0,0,0,2073,1734,147974,150912,156934,187161,184602,159762.6,182158,135151,171687,164234,173846,143296,164362,171712,166414,170775,151367
2.22,288.7,817.505,PG 18:2_22:6,C46H75O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10221,PG 18:2_22:6_817.505_2.22_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,26.1,730.4,3.135,0,0,0,0,0,0,2176431,2368292,2510357,2972521,2646814,2931745.4,3187625,2948780,2800275,2513961,3623721,1555626,3342975,2866481,3066466,2274439,2768562
2.4,294.8,845.53443,PG 20:2_22:6,C48H79O10P,"Lipid Species, Lipid Species, Lipid Species",20110,PG 20:2_22:6_845.534_2.4_[M-H]-_low,[M-H]-,Lipid Species,1,1,low,,55.3,639.4,0.715,0,0,0,0,0,0,467876,447594,465560,518369,0,425615.8,568642,0,527059,475395,483548,467791,608098,476273,475844,445510,446035
2.19,291.9,841.50538,PG 20:4_22:6,C48H75O10P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10221,PG 20:4_22:6_841.505_2.19_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,29.5,807.8,3.187,0,0,0,0,0,0,6872362,6487021,5796507,7851230,8492883,6675144.2,7459081,6297529,7771204,6987057,8432471,3875988,7310652,8246081,8319332,5474904,6784982
