RT [min],m/z meas.,M meas.,Ions,MS/MS,Original annotation,Name,Molecular Formula,Annotations,Annotation Source,AQ,Score,Id confidence,mSigma,MS/MS score,Structure,AQ Details,Blank01,Blank02,Blank03,QC01,QC02,QC03,QC04,23,28,6,13,11,QC05,1,29,15,22,5,QC06,33,10,26,17,9,QC07,25,3,7,27,20,QC08,8,30,2,19,21,QC09,18,31,14,24,32,QC10,12,4,16,QC11
0.71,160.99268,159.9854,[M+H]+,FALSE,,_160.99268_0.71_[M+H]+_,,,,,,,,,,,0,0,7182,57024,57024,51680,56602,55568,54458,53058,61082,62050,61352,62310,59470,63588,63068,64598,60870,56614,69102,58010,64998,63400,65104,61494,68750,62224,56938,63470,68224,66398,60510,65254,65516,68554,62044,59984,60976,67310,67596,55230,63060,62548,60914,63116,63688
0.71,133.99949,132.99221,[M+H]+,FALSE,,_133.99949_0.71_[M+H]+_,,,,,,,,,,,0,0,3892,27722,27722,27860,28894,29100,26116,26990,31666,32568,31352,29398,27976,33906,33242,33116,30744,31500,32432,30352,32676,32224,32062,30836,36990,33618,29718,32616,34362,38436,32044,32846,32102,36646,31144,31518,31990,35748,32560,28588,33520,34250,32132,33074,30932
0.71,286.95862,285.95135,[M+H]+,FALSE,,_286.95862_0.71_[M+H]+_,,,,,,,,,,,0,0,0,14362,14362,15156,13690,15402,14318,15132,15258,17810,13688,15880,15094,15304,15402,16402,15306,13158,15490,14314,13024,16948,13616,14894,16666,15236,14138,15076,13798,15782,14396,15906,16552,14844,13430,15992,14694,16744,17648,11228,13080,17494,12190,14316,13456
0.72,149.59752,297.18049,[M+H+H]2+,FALSE,,_149.59752_0.72_[M+H+H]2+_,,,,,,,,,,,0,0,0,19204,19204,21114,19566,20624,16576,19772,18700,18400,20044,19550,23792,18374,18722,21720,19756,26082,18094,20058,17588,22964,20716,19094,18002,20360,18928,18556,20740,16504,20174,23240,18624,23680,22376,18914,19646,18466,21014,18940,19008,19144,23506,21304,20078
0.71,81.52074,80.51346,[M+H]+,FALSE,,_81.52074_0.71_[M+H]+_,,,,,,,,,,,0,0,112668,34232,34232,34840,37230,29328,35314,38436,30266,30680,36968,29038,35484,47306,31240,22876,35814,34914,30002,47642,68422,26658,37348,31918,27428,33772,44418,35306,38274,0,41340,24186,28490,38540,36414,37494,31720,38270,22440,77300,39980,28908,23116,47368,36478
0.71,152.03671,151.02943,[M+H]+,FALSE,,_152.03671_0.71_[M+H]+_,,,,,,,,,,,4160,3964,9602,70744,70744,77092,71846,72320,63982,68828,66846,65546,61464,59876,58348,59538,60618,66356,62904,67586,66752,53996,57930,61516,57988,57770,63482,61498,58530,61826,61734,63096,57318,61852,60240,59534,57606,59610,52640,60202,64950,59088,60696,64960,64350,61420,60920
0.71,170.06623,169.05895,[M+H]+,FALSE,,_170.06623_0.71_[M+H]+_,,,,,,,,,,,1440,1686,3904,21852,21852,23910,20252,22846,23068,20526,22768,25730,20360,20378,19904,26766,20270,21628,21872,19964,25254,18308,19558,21172,20586,19872,20666,20714,22358,20650,20998,18878,20452,21882,19102,19532,20628,20562,19424,20028,20706,20364,20082,22066,22880,20410,19638
0.71,130.01432,258.01408,[M+H+H]2+,TRUE,,_130.01432_0.71_[M+H+H]2+_,,,,,,,,,,,0,0,0,75526,75526,75656,71232,74302,72278,72604,78466,76742,72734,74204,67910,73180,74670,74704,71842,68892,74174,68496,73666,73452,71636,73910,76542,75676,69524,69738,73786,76166,67710,74936,72616,77224,74664,72242,72094,77332,75132,65930,72186,76614,75632,78898,72806
0.71,92.04313,91.03586,[M+H]+,FALSE,,_92.04313_0.71_[M+H]+_,,,,,,,,,,,5416,5042,10540,161888,161888,166556,163346,159562,149532,149748,163830,165412,173380,168344,141338,169086,167620,183426,165948,159000,170446,145126,150758,170328,165904,161560,172166,168626,148150,159190,165330,171856,152514,164302,166532,183094,170636,164078,155424,173958,173424,147180,176550,171880,178634,163904,170582
0.71,269.99454,268.98727,[M+H]+,FALSE,,_269.99454_0.71_[M+H]+_,,,,,,,,,,,0,0,682,19360,19360,21732,18946,20728,18444,18330,20804,19712,16888,19100,17444,19238,19830,22714,18968,18378,20338,15604,18436,18002,16870,17932,18126,20690,19428,18406,18394,18920,14466,19878,17574,18070,17972,17232,16684,17912,17728,17090,19232,19130,17828,17140,16738
0.71,88.02322,174.0319,[M+H+H]2+,FALSE,,_88.02322_0.71_[M+H+H]2+_,,,,,,,,,,,104822,213746,90884,42776,42776,45164,47088,41018,43308,50046,41068,38266,48038,34876,44950,61560,40816,29226,47548,46666,37498,58626,90774,36632,45130,39280,37624,45756,51630,43784,48972,36894,46224,30080,37302,51184,43124,41138,38430,48446,31974,97546,45304,38094,30224,56726,49272
0.71,93.04237,92.0351,[M+H]+,FALSE,,_93.04237_0.71_[M+H]+_,,,,,,,,,,,3196,1966,5700,0,0,34036,35558,36672,0,0,33746,32438,0,34168,31436,33924,36636,0,33054,0,33664,30406,34136,34408,35102,34606,33138,33688,32188,32346,31732,34154,31608,33932,34068,31818,35166,30738,32534,36392,32130,0,33196,30240,32530,30184,30166
0.72,298.18749,297.18022,[M+H]+,FALSE,,_298.18749_0.72_[M+H]+_,,,,,,,,,,,0,0,458,31490,31490,30522,33210,31194,26274,32648,32002,29970,30190,30324,30832,31232,32880,39802,29172,40352,29796,30154,25376,36178,31856,27784,20112,35958,27248,32612,31696,32248,34232,39600,31202,33048,30558,27872,28042,33802,30816,25726,33628,32800,36338,31470,29706
0.73,218.14999,217.14285,[M+H]+,FALSE,,_218.14999_0.73_[M+H]+_,,,,,,,,,,,0,0,2624,25484,25484,26374,27976,24940,23716,29938,17262,19648,25044,24852,26334,18272,21668,23072,23904,36432,21836,25656,26690,24384,26888,42342,17774,21440,46108,30170,25168,19032,39210,27320,18708,16296,21958,25266,32822,24144,24786,35080,25198,18192,25660,35906,22710
0.74,84.08071,83.07343,[M+H]+,FALSE,,_84.08071_0.74_[M+H]+_,,,,,,,,,,,44476,33592,39654,113262,113262,115946,108056,107232,155226,106848,106662,80064,98942,84546,120720,102538,89600,100732,105312,116938,88812,115746,104140,94506,118786,106498,88776,86702,131952,125434,99836,83370,135096,124744,101862,83146,107796,98942,140748,88122,97446,130430,103046,109460,92834,123910,109040
0.74,155.07919,154.07191,[M+H]+,FALSE,,_155.07919_0.74_[M+H]+_,,,,,,,,,,,816,0,3268,21804,21804,23168,24462,12062,39796,19146,17332,12730,22866,18508,17630,20794,21044,12806,21512,30352,32034,19484,24016,27720,18446,20810,28820,26802,25218,15126,23844,29380,15932,20806,22446,8464,16674,21730,23186,22114,11296,29390,21920,16604,9104,36410,17704
0.73,309.16569,308.15842,[M+H]+,FALSE,,_309.16569_0.73_[M+H]+_,,,,,,,,,,,0,0,1444,15676,15676,19500,19042,17622,32144,14188,10708,10736,16406,9894,30738,14920,14926,14620,16614,19256,10840,20732,19292,14984,18940,17186,11880,13572,23886,18202,16544,9014,27426,20428,15976,10274,15970,13106,39750,11676,13272,26080,14482,13926,12950,23566,17434
0.73,295.15012,294.14284,[M+H]+,FALSE,,_295.15012_0.73_[M+H]+_,,,,,,,,,,,222,230,0,16314,16314,17168,15848,12416,28926,16462,7728,12786,12962,10018,16256,14826,14798,8670,14602,23446,19440,16816,17752,18842,14612,13440,17298,17212,17984,11988,15528,18568,17216,17062,12892,10226,13558,13198,27706,12616,10356,20754,13518,14352,11108,20418,14322
0.74,185.06884,184.06156,[M+H]+,FALSE,,_185.06884_0.74_[M+H]+_,,,,,,,,,,,0,0,2220,37370,37370,36910,34840,48138,76496,42098,42586,25276,41916,30850,53898,37996,30786,37382,41602,46214,28478,47040,35700,41926,37498,33940,24596,25718,61126,51214,33914,22670,64426,47258,40638,20240,41396,29820,77536,31042,29226,56634,42462,39982,32318,41652,39744
0.74,171.05268,170.0454,[M+H]+,FALSE,,_171.05268_0.74_[M+H]+_,,,,,,,,,,,0,0,0,35172,35172,37816,43036,37038,68634,47202,39438,30044,44698,35894,34362,37776,34316,32622,34292,66164,53194,39410,38360,51488,40008,34324,41706,50664,55072,39822,40052,56804,41978,44568,38714,21788,40916,37450,59332,47886,31514,51966,42718,50768,27640,44460,44160
0.75,207.05086,206.04358,[M+H]+,FALSE,,_207.05086_0.75_[M+H]+_,,,,,,,,,,,0,0,4304,34166,34166,32372,34620,31240,49298,34016,36210,22468,34698,26318,39678,31504,32950,28218,33488,36984,26614,42462,33332,31860,32740,34260,30890,26586,47348,37472,31380,23724,45012,38550,36004,23272,35514,28970,50404,30750,23372,45016,30632,27582,28932,43706,31086
0.75,223.02522,222.01794,[M+H]+,FALSE,,_223.02522_0.75_[M+H]+_,,,,,,,,,,,0,0,526,30608,30608,28786,29538,36972,48802,32700,32448,21332,31440,23972,35706,34748,24896,31378,30728,34086,25018,30318,27984,31764,30402,26978,21410,20642,41588,33778,28944,0,49162,39478,28892,20824,32150,22044,53006,28440,23704,36604,30158,34592,26512,28756,28926
0.75,194.03269,193.02541,[M+H]+,FALSE,,_194.03269_0.75_[M+H]+_,,,,,,,,,,,0,0,922,27874,27874,26008,27074,25932,34848,26268,23672,23822,24758,21538,22712,25794,27942,24064,26410,20954,25352,25694,26264,27376,25534,25178,17442,22514,24914,25480,24716,29514,29676,28948,25490,22116,30576,22772,29536,25746,23838,32146,25460,26634,26840,26680,25828
0.79,284.1364,283.12912,[M+H]+,FALSE,,_284.1364_0.79_[M+H]+_,,,,,,,,,,,0,0,2194,24018,24018,23350,23754,26594,26776,20576,18614,22522,24362,17944,32826,20950,23524,17698,22192,32904,25694,23848,22594,24324,22382,31426,13914,17172,28104,25072,22670,19850,32232,23374,21132,18570,19920,31628,30586,26550,23314,31424,21746,23116,20852,19946,21168
0.79,246.18132,245.17424,[M+H]+,FALSE,,_246.18132_0.79_[M+H]+_,,,,,,,,,,,0,0,2820,49922,49922,41066,41700,43320,44168,31680,33792,34844,42816,39390,50990,45766,43740,46292,43084,66564,51230,36510,45022,46024,41018,43848,36814,37698,48436,30004,46048,44456,49758,38886,37020,48416,37174,50716,40314,40306,46580,51896,46032,39994,38512,32866,32678
0.79,222.02921,221.02193,[M+H]+,FALSE,,_222.02921_0.79_[M+H]+_,,,,,,,,,,,0,0,1766,127206,127206,131964,130160,153660,103422,121552,174004,124688,123074,98998,76180,159022,92276,139260,128614,229654,240788,49510,73852,143238,122732,55392,254352,252884,74472,65068,134604,282804,62204,69770,168762,93280,104170,48512,58394,66292,83090,57206,130976,188938,62160,90818,111440
0.79,206.05533,205.04805,[M+H]+,FALSE,,_206.05533_0.79_[M+H]+_,,,,,,,,,,,1264,520,9182,24136,24136,27090,27908,25536,18288,27198,35806,22464,28218,24022,15512,36646,22276,31482,27096,45212,46506,14204,17034,28524,23860,11900,72172,61564,16228,14734,31186,60380,13018,13068,41398,18498,22960,10362,13650,14770,17008,12144,28888,30954,12268,24226,23606
0.79,219.02629,218.01901,[M+H]+,FALSE,,_219.02629_0.79_[M+H]+_,,,,,,,,,,,0,0,0,33340,33340,33018,35058,29294,32028,30186,35534,35742,0,39172,34768,31032,34024,25120,32346,36756,28926,34670,28636,27774,33670,44288,50060,35644,41682,32654,31732,32014,28096,0,28786,0,40484,42018,34386,32490,36894,42532,31022,30372,0,28692,34924
0.79,169.05848,168.0512,[M+H]+,FALSE,,_169.05848_0.79_[M+H]+_,,,,,,,,,,,6612,3608,49976,38718,38718,38776,43170,41914,23724,36210,35396,28764,48792,53404,39092,52830,53714,58832,36396,33786,34986,36038,37380,30882,38214,43426,44374,40818,41382,45196,48308,36626,32982,32752,52772,54318,37530,34628,21130,37894,45506,27476,47344,28410,68618,42554,38568
0.82,176.10312,175.09578,[M+H]+,FALSE,,_176.10312_0.82_[M+H]+_,,,,,,,,,,,5340,4296,53806,89248,89248,80736,80808,48522,145186,69586,110446,62944,82408,52832,50272,124780,84812,52202,88848,115510,96170,85656,75744,98718,79600,53656,140244,86268,80662,56626,83714,100788,57834,78670,52102,66976,86262,128906,95524,110120,69014,109196,82198,76182,96198,69988,78528
0.84,145.04965,144.04229,[M+H]+,FALSE,,_145.04965_0.84_[M+H]+_,,,,,,,,,,,2492,1924,6776,26288,26288,28334,29086,33152,25058,31064,34800,35700,28206,27804,33334,37438,30446,34946,29780,18478,22076,28518,31366,34748,31274,34980,21962,20638,27128,35496,29538,20826,35486,35046,26682,32632,30238,31814,32462,36582,34450,31972,28994,31918,39984,31534,30316
0.82,288.07488,305.07884,[M+H-H2O]+,FALSE,,_288.07488_0.82_[M+H-H2O]+_,,,,,,,,,,,452,0,12224,30200,30200,34684,37824,31800,39896,39960,33868,48334,34726,30250,67880,30056,28598,32304,34916,35920,33826,53784,41978,32680,35340,31566,31370,32778,32470,35066,35750,30100,46454,37504,26200,21544,37136,39634,62190,29020,31266,54790,37294,27558,16836,47344,34748
0.84,381.07961,380.07234,[M+H]+,FALSE,,_381.07961_0.84_[M+H]+_,,,,,,,,,,,268,0,876,43856,43856,13984,12222,13348,10098,9712,18338,11942,15658,25606,18512,15168,9400,11798,13936,11066,7124,16936,12492,14716,13310,14466,8082,10770,11946,17154,13042,10460,16474,15524,15198,11102,15216,9308,12306,17990,29484,10854,14416,12132,18336,15006,11532
0.83,261.03714,260.02987,[M+H]+,FALSE,,_261.03714_0.83_[M+H]+_,,,,,,,,,,,480,0,23624,19876,19876,26152,25768,30562,24956,26524,32484,43110,24640,22178,42806,36916,17802,23484,25460,19916,15936,31588,25810,22300,25326,31990,13526,17898,19246,40760,25626,14204,32930,32664,17884,11650,25676,25746,42306,26096,31092,26220,22776,33734,26208,37038,27968
0.8,98.98425,97.97698,[M+H]+,FALSE,,_98.98425_0.8_[M+H]+_,,,,,,,,,,,13704,7214,130116,12028,12028,14674,14038,13520,15562,15282,20638,41134,15710,12534,40090,10722,14968,5250,14442,9694,10950,43296,21886,11712,14972,53100,9664,18094,23482,27832,16140,14756,22412,15284,24844,2620,17546,45046,31750,21022,13178,38348,18208,24152,5226,34204,14514
0.82,104.07066,103.06338,[M+H]+,FALSE,,_104.07066_0.82_[M+H]+_,,,,,,,,,,,1744,1294,4776,102580,102580,105874,98460,82934,125922,105028,82116,72060,108468,96076,66372,122284,91412,71790,103246,184508,132792,111232,95170,119020,104286,93942,193100,138468,118430,87340,100456,186938,74974,87460,124490,87966,102426,79082,93138,99164,104814,130414,112188,120942,68004,94608,104670
0.83,279.1916,278.18433,[M+H]+,FALSE,,_279.1916_0.83_[M+H]+_,,,,,,,,,,,0,0,15576,99600,99600,74158,76644,82462,134428,92152,56300,39756,89678,136948,57494,84216,62656,44040,89472,380964,175124,98730,42624,83542,69466,39746,168324,157948,104806,51778,75996,286212,30676,60732,96810,54196,89688,54204,62598,59252,31882,83932,88502,72206,33148,130084,75638
0.83,219.02657,218.0193,[M+H]+,TRUE,,_219.02657_0.83_[M+H]+_,,,,,,,,,,,0,0,100682,252936,252936,57122,64694,77410,45780,67704,76664,81282,60740,53646,66688,88872,55672,75214,60686,51164,46982,58538,65148,77058,61144,66638,53740,52958,58754,86088,61480,42432,70422,75830,51652,72996,59808,62540,61170,72286,70992,42456,58898,69208,96130,58546,62846
0.84,282.11848,281.1112,[M+H]+,FALSE,,_282.11848_0.84_[M+H]+_,,,,,,,,,,,0,0,558,21590,21590,19294,22416,20178,28630,23416,12196,25472,21964,12356,18618,26488,19716,23480,20886,14506,11246,16592,24462,23080,23354,18492,15536,10858,21754,29514,20618,10876,32188,33538,16852,21252,20502,21196,26476,24974,16288,18992,19078,24716,28502,19928,22892
0.8,215.06973,214.06246,[M+H]+,FALSE,,_215.06973_0.8_[M+H]+_,,,,,,,,,,,816,744,27882,145340,145340,161012,163964,137314,183186,169428,153806,128376,179176,185018,136326,189942,147468,138914,172124,195054,177646,181318,193972,211070,160082,128482,241550,208880,203938,161242,180398,188504,187986,158794,126774,136656,182738,183354,185826,213672,216670,200434,182646,159644,97148,148504,178506
0.82,309.12934,308.12206,[M+H]+,TRUE,,_309.12934_0.82_[M+H]+_,,,,,,,,,,,472,514,4066,441118,441118,421258,448304,493462,409456,431564,208698,405460,432542,337806,483130,513786,458478,512388,420556,275338,325152,390272,504042,368214,409296,500626,298116,259756,453558,561298,397194,321622,535014,514850,496258,428794,426812,472282,421544,379784,429300,424364,439708,254000,527712,441184,392550
0.83,383.11614,382.10886,[M+H]+,TRUE,,_383.11614_0.83_[M+H]+_,,,,,,,,,,,4466,754,160794,45454,45454,30274,32530,35722,24682,34158,47224,49146,34930,26136,43218,46584,30250,30500,28910,19054,23374,34962,41966,43758,31998,40662,25046,24470,34586,51584,32030,21524,39750,39164,27088,24762,32134,40426,41840,46364,33360,29332,34080,35030,35706,37720,31232
0.82,252.10793,251.10065,[M+H]+,FALSE,,_252.10793_0.82_[M+H]+_,,,,,,,,,,,380,0,1236,38286,38286,39510,38320,35764,39746,37438,26532,35242,40682,32016,39950,50974,34764,29914,38966,35368,36804,39852,48468,53076,37490,46874,54110,40562,51480,48570,40526,40300,46130,39598,34082,35580,43772,53396,51612,50010,57456,49542,42906,39992,46610,35834,42066
0.83,193.15479,192.14751,[M+H]+,FALSE,,_193.15479_0.83_[M+H]+_,,,,,,,,,,,2410,1336,132010,91164,91164,93196,95596,49238,97956,160882,114052,85154,101412,98450,22836,46302,95098,57802,92944,174944,83278,113852,36248,110162,89452,132256,150458,83138,115784,49150,90930,124976,74590,93758,75708,122288,97708,149836,48658,87618,64082,180414,93046,108222,38478,56570,91886
0.84,652.22962,651.22234,[M+H]+,FALSE,,_652.22962_0.84_[M+H]+_,,,,,,,,,,,0,0,0,16048,16048,23192,22876,18432,19258,14100,17044,14484,25100,36070,29646,20168,32084,13928,23408,8924,13898,30002,26522,12806,24546,42586,11904,17898,31640,21782,21678,13848,27040,17404,39072,20606,22832,29496,19056,18804,29630,30126,21972,17106,14862,16986,22660
0.81,273.07521,272.06793,[M+H]+,FALSE,,_273.07521_0.81_[M+H]+_,,,,,,,,,,,334,0,11822,41330,41330,43308,42844,34190,52364,46514,32826,30214,44328,37344,44122,27054,66138,32420,44958,58070,55278,54106,53258,37800,43630,66920,51096,50630,66796,30640,43512,48478,52250,32096,65772,51122,44160,78986,42004,36194,33792,61290,41146,28916,22068,32734,44388
0.82,270.11854,269.11127,[M+H]+,FALSE,,_270.11854_0.82_[M+H]+_,,,,,,,,,,,0,0,5638,104320,104320,101770,103144,92196,89796,94872,108282,88114,103094,102756,89034,133748,89462,85358,103268,85158,91996,117372,101144,119366,96730,102134,131754,120522,119058,112648,103704,100812,101000,95928,78204,91998,103242,88814,108442,124186,135510,103138,107916,116748,126702,97982,104278
0.84,284.07996,283.07269,[M+H]+,FALSE,,_284.07996_0.84_[M+H]+_,,,,,,,,,,,0,0,0,31820,31820,42582,40136,55592,51734,43544,31624,45310,38698,21776,48564,49988,43260,52160,37242,22922,26144,43590,53508,33064,41486,50458,7284,15854,59332,71660,41978,16032,52530,56590,36504,26002,39308,33550,79754,28588,47274,35244,38850,34098,68366,45506,38826
0.8,110.02697,109.01969,[M+H]+,FALSE,,_110.02697_0.8_[M+H]+_,,,,,,,,,,,0,0,16576,27628,27628,31988,31932,29702,58214,34016,30226,24742,31342,20192,12794,23402,32468,22666,31770,59090,43162,27446,27612,25536,30046,27106,41714,30770,24306,26212,30186,56382,11184,31596,43908,13856,31654,26950,20314,23676,21974,25472,32152,38614,23732,36086,32596
0.84,325.11303,324.10575,[M+H]+,TRUE,,_325.11303_0.84_[M+H]+_,,,,,,,,,,,544,420,12416,124102,124102,160914,159286,174420,133170,157890,203254,219328,158222,156188,193880,210046,145988,181732,153430,106274,121762,163796,171350,174316,159628,174032,113812,39914,147172,214686,161050,38462,184246,176222,69756,140002,164944,148748,192160,201642,201510,147082,166078,177844,192240,180084,163512
0.83,203.05272,202.04544,[M+H]+,TRUE,,_203.05272_0.83_[M+H]+_,,,,,,,,,,,150794,61908,721102,109818,109818,77332,78682,91608,69840,85046,109468,108060,84864,65190,99680,103452,77806,71296,82682,60412,65138,92150,107036,101834,77540,105398,71916,68408,89406,124840,78092,60406,97048,98084,82598,69984,86414,117286,97582,113104,91690,79062,82292,83542,86548,93534,87868
0.84,85.02835,84.02107,[M+H]+,FALSE,,_85.02835_0.84_[M+H]+_,,,,,,,,,,,0,0,7668,33926,33926,37866,38554,42544,35724,37518,45774,49784,39880,35540,45512,45376,43356,40790,39262,29594,33098,41066,45136,45062,43188,45548,30316,31992,40582,52520,42638,29106,50248,41686,39348,37690,42920,45594,44302,50798,45964,42884,42818,44408,46266,43320,42222
0.82,102.05495,101.04767,[M+H]+,FALSE,,_102.05495_0.82_[M+H]+_,,,,,,,,,,,0,1026,7474,30740,30740,33612,34542,27464,32810,35890,34740,31350,33892,27680,35638,28820,41356,27618,31340,30138,32814,37004,40094,32440,30626,49984,33664,33472,40836,34156,35392,32520,40328,32138,40520,30934,32132,53090,33408,36688,26190,37444,33784,32012,27740,27548,32692
0.8,293.14571,292.13843,[M+H]+,FALSE,,_293.14571_0.8_[M+H]+_,,,,,,,,,,,0,0,2308,96254,96254,86814,83780,111650,78796,96828,97412,80568,93096,83602,81748,103688,95528,99940,93024,48234,59944,104748,97924,63718,87694,139550,50386,53062,86028,132752,79398,76468,88400,109692,146858,71966,88220,95338,58932,85678,88918,78110,92016,50790,126862,110598,97122
0.82,218.11365,217.10638,[M+H]+,FALSE,,_218.11365_0.82_[M+H]+_,,,,,,,,,,,0,0,0,25986,25986,21654,22792,18208,21062,22212,26050,25426,24280,20840,24150,27042,19232,26438,23486,20622,24060,34790,26862,29096,21868,31350,25126,22978,37070,28494,22400,26444,30150,25328,24562,16372,25068,33488,21854,30464,17996,30668,24992,18476,38544,19488,23250
0.84,310.11346,309.10618,[M+H]+,FALSE,,_310.11346_0.84_[M+H]+_,,,,,,,,,,,0,354,3200,108424,108424,117496,116090,107154,103610,114862,51534,114626,117760,59520,140292,121246,176886,104682,124658,73156,77166,124352,167398,130286,118520,216984,81478,72756,184698,136452,115194,60222,197024,124150,145434,167840,128028,222836,174096,131962,119290,165676,122828,94202,133964,76620,120558
0.84,114.06622,113.05894,[M+H]+,TRUE,,_114.06622_0.84_[M+H]+_,,,,,,,,,,,5816,5826,17114,25042,25042,23788,22264,20990,12990,23646,25908,27820,22940,19652,18960,26596,28530,28506,26004,9660,15600,18520,26728,39226,23228,28520,22052,16438,20000,34978,22808,18070,25978,33530,23680,37452,25184,36926,22430,37486,34668,23706,24244,23952,42324,17950,23406
0.8,134.04483,133.03756,[M+H]+,FALSE,,_134.04483_0.8_[M+H]+_,,,,,,,,,,,3804,2778,26112,42650,42650,46784,43648,61884,58112,38286,49342,32796,46670,35578,43148,41862,48688,30162,44242,40096,50784,41376,50030,41806,45050,52048,45348,38606,63870,58578,44802,39136,50736,39294,47494,27172,47378,50362,36280,66142,48174,50438,47534,39062,46558,46156,41694
