RT [min],m/z meas.,M meas.,Ions,MS/MS,Original annotation,Name,Molecular Formula,Annotations,Annotation Source,AQ,Score,Id confidence,mSigma,MS/MS score,Structure,AQ Details,Blank01,Blank02,Blank03,QC01,QC02,QC03,QC04,23,28,6,13,11,QC05,1,29,15,22,5,QC06,33,10,26,17,9,QC07,25,3,7,27,20,QC08,8,30,2,19,21,QC09,18,31,14,24,32,QC10,12,4,16,QC11
0.34,393.12208,392.1148,[M+H]+,FALSE,,_393.12208_0.34_[M+H]+_,,,,,,,,,,,32218,33600,30102,27436,27436,32276,29118,28926,31190,30792,31008,30088,32210,28566,30662,33622,31862,28508,31966,31202,30646,30612,29316,31726,29452,31522,34546,31156,29778,27562,28076,30884,29332,32248,30840,33616,31426,27050,32250,29978,30744,31722,30960,32196,30386,32678,27944
0.34,90.97667,89.96939,[M+H]+,TRUE,,_90.97667_0.34_[M+H]+_,,,,,,,,,,,242568,234732,243442,249066,249066,206496,221910,210626,216942,210162,218866,201344,206276,215404,206552,218082,198246,212832,215116,209102,206956,213764,226598,217050,204962,212778,208800,214404,211236,210592,214454,208170,209046,205722,211316,202538,211394,214274,222854,203160,208404,215458,215428,211842,201434,210432,210632
0.33,941.32129,940.31401,[M+H]+,FALSE,,_941.32129_0.33_[M+H]+_,,,,,,,,,,,19138,19934,18194,18422,18422,17240,20170,20088,19244,19112,17612,16936,17428,19940,18346,18536,17940,19620,18714,18662,19204,20648,18904,18546,18386,19324,17426,18480,16996,17944,18874,19078,20224,19428,17982,19244,21238,21430,22240,17930,16726,20068,21230,18530,18594,22064,18454
0.32,804.84479,1607.67502,[M+H+H]2+,FALSE,,_804.84479_0.32_[M+H+H]2+_,,,,,,,,,,,55598,59276,0,53206,53206,40262,53912,53016,58162,53198,57820,55734,52352,57870,38366,50698,56196,54772,53274,57304,61268,59366,54328,42368,56564,55786,53290,41450,54332,57232,0,58172,59872,57044,54906,40664,53416,56026,0,59396,59084,56270,54248,0,55754,42484,54682
0.34,158.96405,157.95677,[M+H]+,TRUE,,_158.96405_0.34_[M+H]+_,,,,,,,,,,,295246,284754,288252,272978,272978,261146,282098,270290,274026,252770,265764,261382,254410,258804,257352,263978,260102,264086,267466,259464,255760,255582,271448,265774,257784,258930,267752,254988,248490,257886,269006,261360,262050,255162,258342,258872,253090,263520,266820,253546,257652,264682,272242,258632,252676,254712,258304
0.34,907.32749,1812.64042,[M+H+H]2+,FALSE,,_907.32749_0.34_[M+H+H]2+_,,,,,,,,,,,18308,20142,17768,19072,19072,18052,20284,18490,17886,19040,18070,17416,15836,18812,18150,19970,17008,17466,17018,17970,17056,18296,17296,17354,17846,16884,17936,18992,17912,18006,18084,18338,19126,17082,17330,17548,17916,18224,17820,18886,18058,18860,19788,18140,20018,19046,16832
0.34,600.88273,1199.7509,[M+H+H]2+,FALSE,,_600.88273_0.34_[M+H+H]2+_,,,,,,,,,,,25958,25698,26290,26710,26710,26984,23638,27070,29420,24752,27082,26006,0,26040,0,26660,27422,24654,25628,25444,0,0,24702,25016,27916,28236,26066,25416,24146,27288,30940,25138,0,27026,28736,0,25232,22864,27004,0,0,26974,24690,29410,26398,27184,25462
0.36,196.96134,195.95407,[M+H]+,FALSE,,_196.96134_0.36_[M+H]+_,,,,,,,,,,,13122,15460,14658,18452,18452,21096,22760,23610,22002,24012,22666,23346,23596,23520,23372,24618,25978,23306,22518,22574,23596,22918,25954,25324,24222,24222,24184,22648,25716,22520,24046,26562,25938,25886,26004,22248,24460,23746,22186,22728,22588,25366,22950,23154,23516,23122,25758
0.33,975.31491,1948.61527,[M+H+H]2+,FALSE,,_975.31491_0.33_[M+H+H]2+_,,,,,,,,,,,0,22114,0,21294,21294,20050,20134,19016,19244,18932,19450,17930,19634,20168,19066,18446,19318,0,0,21030,22190,20654,19748,21348,19754,19380,0,20816,18870,20638,21138,20148,20076,19846,19010,18816,22176,21168,20000,20806,20226,19908,20530,19536,20758,0,21386
0.33,257.16508,256.1578,[M+H]+,FALSE,,_257.16508_0.33_[M+H]+_,,,,,,,,,,,17380,18882,18960,17152,17152,17852,17698,16240,17422,0,17902,18124,17268,0,18600,18202,17758,17006,19458,18996,17270,18760,18196,17430,17520,18064,0,17234,16854,16764,18836,17330,19374,18096,18258,18152,18852,19572,18184,18484,0,18340,18908,17442,17460,16658,17544
0.33,226.9689,225.96162,[M+H]+,FALSE,,_226.9689_0.33_[M+H]+_,,,,,,,,,,,50944,52330,47794,50450,50450,52290,48066,54764,53230,52830,56144,47894,51730,50646,50810,53684,54304,55470,55190,50736,53730,53382,53784,46336,55412,49546,52306,52670,51404,54170,53326,50580,55652,53168,48852,54480,54998,53790,53858,53942,52396,55434,56460,54230,53474,58582,55426
0.34,362.94758,361.9403,[M+H]+,FALSE,,_362.94758_0.34_[M+H]+_,,,,,,,,,,,16810,17200,18548,18118,18118,18890,0,20188,20540,18310,20524,17888,20296,19344,19884,20886,18698,20214,19650,17978,17552,19426,19802,18404,20052,18224,20494,19746,19908,21152,19204,18164,19240,18394,21158,20634,20102,21670,20044,19456,21204,22052,21336,19950,19900,20036,20590
0.34,922.00951,921.00223,[M+H]+,FALSE,,_922.00951_0.34_[M+H]+_,,,,,,,,,,,14090,15000,15280,18008,18008,23248,21780,21430,23818,24018,21102,22652,20632,21134,21430,23238,23156,21554,23600,21516,21822,21064,23178,21200,20818,22008,19878,20386,22182,20226,20106,21180,21830,23602,23792,20180,19656,21888,20930,21746,21682,21556,21878,21760,21010,18962,22196
0.34,344.03051,343.02324,[M+H]+,FALSE,,_344.03051_0.34_[M+H]+_,,,,,,,,,,,24844,24096,23968,21582,21582,28056,24872,23508,27098,23996,25528,24050,26740,25030,24452,22908,27028,24810,22318,24452,23510,24990,26000,23416,25154,25024,23492,24732,25570,24438,24102,23682,23554,25972,24574,23580,25544,24908,25204,25414,22634,24922,24184,22896,24600,24978,24902
0.35,322.04817,321.0409,[M+H]+,TRUE,,_322.04817_0.35_[M+H]+_,,,,,,,,,,,218696,219774,208968,105028,105028,369958,367430,378872,357018,364224,373898,351664,371842,372952,338962,336410,332364,366764,333338,326008,339310,345622,352096,355174,329490,352856,357106,358850,366692,353020,359178,376812,362336,372936,378500,370640,378910,378832,365104,376178,380848,369688,357124,364404,377576,365916,380638
0.35,203.22309,202.21582,[M+H]+,FALSE,,_203.22309_0.35_[M+H]+_,,,,,,,,,,,6482,5854,5124,26706,26706,51366,50994,50700,44388,38042,42204,48444,47860,55204,55750,56582,56490,54640,67202,61438,58254,50218,68206,56574,67550,55342,55612,56486,73112,57810,53052,54320,55114,50952,58464,49282,57064,55538,43792,50200,55158,57658,55050,54474,43644,60092,66388
0.35,622.02917,621.0219,[M+H]+,FALSE,,_622.02917_0.35_[M+H]+_,,,,,,,,,,,20970,21462,19556,15286,15286,52158,55526,53058,55480,51334,49904,50342,50112,54000,49766,49966,47334,52046,48494,44528,46642,46742,48288,48038,39782,46762,49096,48630,48312,48150,49016,48768,49168,51254,45636,46068,49820,47956,50824,47990,47350,48404,49006,51214,50824,52484,50130
0.36,177.03325,194.03688,[M+H-H2O]+,FALSE,,_177.03325_0.36_[M+H-H2O]+_,,,,,,,,,,,6730,6662,6522,11492,11492,28666,24924,28022,27518,29340,27700,28242,26812,26780,24612,25596,24996,27934,23428,23212,27142,25188,26130,24434,26500,24570,24446,24652,25620,28402,26970,27790,26582,29500,22912,26372,30068,27654,26292,26932,25658,26942,29452,22692,31818,28324,32294
0.37,134.98697,133.97969,[M+H]+,FALSE,,_134.98697_0.37_[M+H]+_,,,,,,,,,,,6320,5920,6170,14952,14952,22540,18470,20410,18162,19350,18690,17854,16534,18106,18098,16170,0,17620,15044,16396,17020,18176,17524,16940,15796,17290,15962,16344,17640,19906,19034,19360,20306,20098,17130,18980,21732,17794,17802,18432,18424,18588,20504,17902,23996,19138,20658
0.39,227.12536,226.11808,[M+H]+,FALSE,,_227.12536_0.39_[M+H]+_,,,,,,,,,,,0,0,0,43062,43062,40858,40176,41184,41886,42782,43878,41590,42364,42918,41992,40936,42246,43316,44642,43340,44568,42700,40398,40198,41624,43484,39962,40534,40812,43146,41128,41884,40722,42520,40832,40272,41898,40978,40136,41016,41564,40664,40262,40220,40360,39666,39498
0.42,158.00294,175.00622,[M+H-H2O]+,FALSE,,_158.00294_0.42_[M+H-H2O]+_,,,,,,,,,,,28100,0,27328,47362,47362,50154,45682,50790,49570,48658,47186,48616,45460,45292,44026,46202,41752,48176,43248,44254,44896,44732,45912,44790,45160,46552,44596,46070,46360,47382,41842,42658,42816,48310,43612,49268,48998,45596,46294,44944,43570,45848,49180,44826,47764,46944,48084
0.43,185.11483,184.10755,[M+H]+,TRUE,,_185.11483_0.43_[M+H]+_,,,,,,,,,,,0,0,0,89380,89380,84174,87536,86344,85920,85178,87982,82236,85354,83328,84514,85136,88032,84510,83486,84842,83182,87434,85366,82920,84490,81958,86130,85400,82042,84276,85942,82506,84414,80420,82098,83380,84216,82392,83474,78844,80698,78428,82530,80772,77894,76976,78612
0.47,171.09936,170.09209,[M+H]+,FALSE,,_171.09936_0.47_[M+H]+_,,,,,,,,,,,25260,24240,25264,23838,23838,23444,23188,23578,24760,24112,22802,23876,22122,22496,22826,23428,22356,22310,23078,22336,23120,23128,22494,23502,22080,22618,22318,22068,22760,22364,22040,24954,23786,22964,23332,23552,22350,22446,22346,22532,21218,21622,22346,21800,21618,21972,21478
0.48,194.11756,193.11028,[M+H]+,FALSE,,_194.11756_0.48_[M+H]+_,,,,,,,,,,,18370,19656,17770,18830,18830,20402,19810,20036,19864,19062,19516,19198,22378,21020,18960,20414,18676,18514,18406,18166,20866,18188,18644,19174,19202,19376,18564,18860,19438,19050,0,19644,18280,19766,18956,18906,19856,19038,19756,19806,19204,18884,17932,19250,20146,18178,19508
0.48,122.05775,121.05047,[M+H]+,FALSE,,_122.05775_0.48_[M+H]+_,,,,,,,,,,,18114,17678,15176,19368,19368,19838,20358,18736,20348,19820,21620,20508,20986,19176,20420,19874,19878,19710,19752,20544,0,18906,19924,18938,19964,19700,18846,19692,21196,21482,21996,20504,19302,21418,18734,19908,21032,0,20746,20798,19616,21252,19744,20736,22554,19918,21618
0.6,118.08638,117.07911,[M+H]+,FALSE,,_118.08638_0.6_[M+H]+_,,,,,,,,,,,25154,25196,26072,35934,35934,34862,33004,32174,32574,32336,31630,31068,32080,32858,33730,32700,31992,32552,32198,32040,31104,31456,32344,32372,31262,32846,33838,33484,31718,32954,33182,32510,32604,32496,33602,31794,32524,32878,32506,34160,32618,33468,32986,32886,33078,33182,33010
0.6,156.04216,155.03489,[M+H]+,TRUE,,_156.04216_0.6_[M+H]+_,,,,,,,,,,,96326,100286,0,59480,59480,62878,59974,62344,61484,63050,58852,56988,57090,58486,57514,56178,58620,58054,56274,57554,58094,56998,57418,58122,57014,56724,58082,60242,58250,58360,62890,59728,58248,57372,60624,58926,62512,56596,59182,57770,58984,59432,59724,60380,58390,58772,57032
0.65,141.95863,158.96185,[M+H-H2O]+,TRUE,,_141.95863_0.65_[M+H-H2O]+_,,,,,,,,,,,71650,69254,72708,126924,126924,108746,109728,113208,107832,109692,108844,101662,106358,104576,100170,99452,99196,102910,101902,94790,100478,97854,97452,95910,98206,97296,98356,92914,96642,89930,90944,92098,90746,92126,90702,89294,86734,90614,84476,89542,86148,87442,84240,83622,0,82214,80670
0.63,98.51222,195.00989,[M+H+H]2+,TRUE,,_98.51222_0.63_[M+H+H]2+_,,,,,,,,,,,56284,56592,55592,106202,106202,96044,91936,89866,93016,88946,91688,90730,88622,87570,90016,85832,89234,87042,80930,86510,85332,82740,83764,81950,84656,83430,81548,81476,78256,79492,78872,77074,79194,74148,74186,76600,77552,78910,73904,76278,77404,77602,70278,75990,74026,75452,74016
0.62,163.13291,162.12563,[M+H]+,FALSE,,_163.13291_0.62_[M+H]+_,,,,,,,,,,,17024,16448,18364,36218,36218,27128,26844,28342,25884,25188,25394,24332,24838,24278,24920,24642,24644,24552,26058,25260,25912,24584,24082,24696,24532,24336,25640,24364,25640,27092,24744,24842,26246,24664,24770,24998,22666,24718,23064,23616,24770,23852,23566,24070,21782,23756,24678
0.64,100.07582,99.06854,[M+H]+,FALSE,,_100.07582_0.64_[M+H]+_,,,,,,,,,,,11970,11388,11484,29908,29908,21644,22440,21468,19930,21584,21784,22680,22590,20568,21362,20694,20466,22146,20900,21342,21482,21396,22330,20884,22480,21748,20034,22726,23396,20968,23894,22750,21298,21938,21906,23360,21296,21884,23926,21200,22068,22710,22474,22840,22654,22810,23510
0.65,182.98513,181.97785,[M+H]+,TRUE,,_182.98513_0.65_[M+H]+_,,,,,,,,,,,61680,61538,63524,93480,93480,84492,84746,84844,80158,81806,82326,78600,83674,80588,78736,78192,76632,77520,79440,76210,78618,76560,75316,75226,74598,73580,74910,73532,71480,71334,74460,75498,69128,76056,70488,73792,68346,70666,71336,70618,67722,67262,67530,66972,72626,66414,68372
0.67,84.08075,83.07347,[M+H]+,FALSE,,_84.08075_0.67_[M+H]+_,,,,,,,,,,,0,0,40080,62346,62346,52944,57054,50386,54428,54842,58254,61176,55830,57804,55850,63332,54732,61086,55890,62244,54870,71784,59392,60210,58316,56902,59344,66070,44552,63304,62960,58596,57726,59976,65650,69978,60860,59432,65934,60982,62380,60500,65936,58364,69670,69952,65860
0.71,158.01084,175.01438,[M+H-H2O]+,TRUE,,_158.01084_0.71_[M+H-H2O]+_,,,,,,,,,,,127646,194106,79208,84746,84746,86634,85760,81666,83856,83902,91898,91748,92560,90716,86652,90858,92162,91690,89156,83302,98452,88520,87884,94964,87168,92238,95592,91232,81266,86248,90520,88860,84222,92314,90314,93968,87326,85512,85492,90234,93764,85994,86618,96270,89902,86532,85228
0.71,179.00423,177.99696,[M+H]+,FALSE,,_179.00423_0.71_[M+H]+_,,,,,,,,,,,38842,58116,23950,37922,37922,34562,37422,33816,34388,33504,38260,38804,38028,41520,35838,43598,40928,40138,41206,38416,43116,38852,41398,41114,41284,42092,42406,42076,37644,38288,39944,40886,38048,42984,43854,43686,41824,37698,38968,42638,41682,37478,42380,39370,39740,40474,39324
0.71,110.00878,127.01205,[M+H-H2O]+,TRUE,,_110.00878_0.71_[M+H-H2O]+_,,,,,,,,,,,28376,26332,68518,573660,573660,577354,563474,595912,540314,550672,567968,567750,550188,552926,493554,552798,549946,599090,570056,525618,563734,490544,517476,563136,537304,537252,570132,558938,511824,544888,548270,581400,504480,548448,547686,559432,544310,516770,520520,539200,564580,516582,559890,581326,586336,550058,549198
0.71,156.0142,173.01749,[M+H-H2O]+,TRUE,,_156.0142_0.71_[M+H-H2O]+_,,,,,,,,,,,39754,34018,89154,605334,605334,595198,619658,580004,602390,589666,641832,649718,642126,642536,617724,652702,658394,663936,621920,608166,652304,613092,619434,654934,633908,640208,678300,635654,600658,618038,653922,638412,606108,649722,640184,658344,622244,621202,614892,635056,674100,583586,621840,645710,637456,614696,618378
0.71,241.99971,240.99242,[M+H]+,TRUE,,_241.99971_0.71_[M+H]+_,,,,,,,,,,,2996,2204,13498,420878,420878,440936,404120,471124,400094,427204,422596,446606,396656,413538,359972,422250,416952,463994,408628,391724,427958,346786,377448,414498,379742,396272,402562,420494,367336,399692,388086,452362,363090,416704,402224,412730,386852,399734,389632,389238,420496,378266,393980,436928,396972,400542,374314
0.71,218.98364,217.97636,[M+H]+,TRUE,,_218.98364_0.71_[M+H]+_,,,,,,,,,,,2964,1606,12912,337376,337376,338454,342198,340262,331580,345750,373162,365030,343440,356938,344262,357854,385202,359588,336536,316544,350260,342620,340480,398284,343704,351504,428628,386886,340180,322474,370730,430486,358136,373722,371920,395336,335692,367628,372134,406936,389970,289700,349108,391584,328770,344252,341154
0.71,132.99847,131.99109,[M+H]+,TRUE,,_132.99847_0.71_[M+H]+_,,,,,,,,,,,9996,9170,24320,193218,193218,186944,206534,203424,187620,185808,224068,217822,208858,206148,203924,220290,216890,219474,214114,203582,222678,195404,222232,226628,216928,207480,239266,227648,204434,203190,232556,256958,205600,223934,233000,246718,216340,214686,227604,245136,236368,179408,225124,217786,216638,223722,222196
0.71,151.03534,168.03868,[M+H-H2O]+,TRUE,,_151.03534_0.71_[M+H-H2O]+_,,,,,,,,,,,23592,21386,51332,404560,404560,400914,396780,431874,348212,397952,365732,368948,342146,338600,323046,349184,360312,387046,353646,363694,362974,298336,317392,351474,334602,336972,353828,358182,350062,356024,349860,377230,332528,401716,357232,358590,347314,350852,322136,330884,367884,374440,360850,402750,368996,367568,349580
0.71,400.93911,199.96543,[2M+H]+,FALSE,,_400.93911_0.71_[2M+H]+_,,,,,,,,,,,0,0,0,32978,32978,35122,33576,36614,31634,32780,38094,37020,34848,35418,27866,34782,37232,42354,34254,29822,38264,30130,29110,35282,33860,34678,40766,38060,30494,33452,34420,38536,29912,38540,35846,39196,33718,34844,31736,39486,41168,26368,32608,37448,35356,33100,36734
0.71,243.00105,241.99366,[M+H]+,FALSE,,_243.00105_0.71_[M+H]+_,,,,,,,,,,,834,984,5248,133534,133534,136160,120052,140330,123384,130020,123430,128616,118718,121882,107428,121750,125886,140316,122266,115988,133928,103202,112234,122534,113828,121164,122660,124186,112620,122752,120842,135512,111038,126772,122432,125230,116678,120686,119802,120050,128166,114182,126106,130124,123900,121018,115374
0.71,219.98479,218.97753,[M+H]+,FALSE,,_219.98479_0.71_[M+H]+_,,,,,,,,,,,0,0,3944,90602,90602,92100,96830,92796,96808,90080,95646,103468,94142,96854,91818,95450,103552,100846,89970,91456,98624,90432,91190,106056,97092,95744,116698,104086,94394,91642,101484,115752,98580,103760,105026,109852,92914,104692,104542,118762,108554,81400,99550,106168,90288,97966,94796
0.71,129.02039,128.01318,[M+H]+,TRUE,,_129.02039_0.71_[M+H]+_,,,,,,,,,,,4310,4082,12506,84428,84428,81162,78070,81984,75948,80068,84056,86254,78276,79024,75964,81774,82468,84772,82944,73778,81998,72954,75568,82106,81776,76920,80602,83382,74188,82086,80178,79982,75934,79474,80598,83512,80900,75616,78964,84052,82186,71066,0,85462,84978,79014,78626
0.71,82.01434,99.01841,[M+H-H2O]+,FALSE,,_82.01434_0.71_[M+H-H2O]+_,,,,,,,,,,,0,0,0,105458,105458,101564,101884,100100,92692,99468,97646,99126,99622,104558,91098,101164,100892,107862,98496,94048,100786,91496,97324,101874,97536,96386,100564,97702,93688,96142,97348,104234,89532,98166,103220,102034,97086,95028,91600,101568,101944,87662,101598,108978,105322,99388,99608
0.71,86.99267,103.99599,[M+H-H2O]+,FALSE,,_86.99267_0.71_[M+H-H2O]+_,,,,,,,,,,,2644,2294,5768,55220,55220,49266,56336,48302,55560,49580,55850,56222,58020,55212,54908,52070,60236,57120,53604,49242,54538,63222,54104,56316,58070,48948,58384,62970,52898,50306,65644,57246,56142,61692,60080,58032,51898,57806,58162,60194,56746,52988,53246,56526,55050,55486,51246
0.7,263.00985,262.00253,[M+H]+,FALSE,,_263.00985_0.7_[M+H]+_,,,,,,,,,,,914,0,3234,53886,53886,59648,47148,48276,48192,49468,54554,48814,50874,47680,49588,48540,54044,52808,43066,47612,54444,49206,48998,51912,50858,51822,53426,51250,45994,51536,49978,51056,48714,54720,48968,47554,44094,48402,47898,48014,48776,41346,41384,44354,40932,44236,43054
0.71,125.98629,142.98959,[M+H-H2O]+,TRUE,,_125.98629_0.71_[M+H-H2O]+_,,,,,,,,,,,325738,498940,278448,66936,66936,63704,60598,57106,67698,69354,53796,50866,60128,46714,66492,78558,49530,39940,59100,63342,47932,82176,111996,43158,59268,50438,45364,60800,73902,62098,60648,47934,66008,38436,45248,61490,56988,59084,48994,61140,39028,128060,58042,46908,34716,75184,59086
0.71,332.96423,331.95689,[M+H]+,FALSE,,_332.96423_0.71_[M+H]+_,,,,,,,,,,,0,0,0,46228,46228,43600,46326,51512,43416,43506,47616,51360,46648,50210,40668,46440,50586,56128,48752,43526,52038,40938,42640,51960,46148,50178,54354,47872,44592,49182,46722,53296,42440,53400,51798,50830,45150,46876,49812,48516,53918,39104,44772,54316,46770,46354,46476
0.71,171.99184,188.99509,[M+H-H2O]+,FALSE,,_171.99184_0.71_[M+H-H2O]+_,,,,,,,,,,,185640,267272,154078,35266,35266,33804,32528,30044,35318,37612,30802,30432,34608,25908,38100,46954,30654,22544,35938,34012,27932,49370,68984,26262,35348,29460,27940,36248,42662,38402,34740,29010,42030,24922,28416,38116,35872,37774,31926,35492,23846,73224,35378,26630,21216,48172,34964
0.69,273.95001,272.94264,[M+H]+,FALSE,,_273.95001_0.69_[M+H]+_,,,,,,,,,,,24846,59666,20312,28678,28678,27984,30056,28482,25748,24826,27970,28082,28126,25930,25920,25466,23700,24794,27674,24066,24418,22432,22606,23384,23878,23192,22178,24524,22134,22476,25684,22226,21060,23014,22916,20070,24092,21342,23220,24476,21424,21916,23964,22194,104554,21972,22100
0.71,234.96124,233.95394,[M+H]+,FALSE,,_234.96124_0.71_[M+H]+_,,,,,,,,,,,17896,17594,32552,26972,26972,27202,25762,23822,25870,28128,23872,20878,23908,19598,26644,32852,20992,15254,23894,24660,20196,37192,49870,19242,25154,20574,21432,25616,30010,25500,24852,21684,29584,18028,21114,25814,24872,28860,22864,28706,17726,48796,24452,19610,13782,32154,24666
0.68,131.01916,148.0222,[M+H-H2O]+,FALSE,,_131.01916_0.68_[M+H-H2O]+_,,,,,,,,,,,3826,2682,8536,51936,51936,41294,42684,39628,39756,40500,43920,40458,42538,42414,43602,39960,43828,46052,50030,45012,49862,41402,41938,46012,41704,46794,44566,43208,44494,41448,42994,46702,38482,42434,44172,40240,44704,41898,39950,39696,40592,40778,38042,38134,37560,41640,40434
0.71,130.96525,147.96855,[M+H-H2O]+,FALSE,,_130.96525_0.71_[M+H-H2O]+_,,,,,,,,,,,100316,149014,91276,21396,21396,0,23338,19200,23218,0,20802,18024,22924,17720,24130,30982,19194,14944,21064,24220,18952,32074,46796,17818,22940,18130,18550,25340,29184,24304,23474,0,24558,16392,19574,25720,21756,22630,20196,24398,14454,43760,23486,17970,12758,28730,21848
0.71,257.97732,256.96994,[M+H]+,FALSE,,_257.97732_0.71_[M+H]+_,,,,,,,,,,,13816,15570,26008,24910,24910,25612,22050,23642,24098,26564,20324,18206,21648,16876,23448,27406,18880,14800,22326,20798,17580,27912,37558,16856,19944,18116,15892,21516,28032,23254,20150,19648,22082,13648,18366,23236,21078,23038,19540,22240,14760,45132,19934,17624,11086,28242,20464
0.71,146.0299,145.02263,[M+H]+,TRUE,,_146.0299_0.71_[M+H]+_,,,,,,,,,,,5914,5318,13632,80812,80812,75478,78792,79952,76304,78010,80704,78422,77826,77572,73094,78068,77708,78054,77810,74030,80442,70554,73108,77212,78006,74796,78578,78514,72382,71066,74740,74398,74650,77510,75936,78860,74508,72786,76082,78972,77406,69730,79322,79004,80148,73748,73618
0.71,151.00887,150.0016,[M+H]+,FALSE,,_151.00887_0.71_[M+H]+_,,,,,,,,,,,5014,3888,11182,73550,73550,73330,79778,81710,72398,72972,85964,77578,85794,82936,81844,83004,87780,82036,83250,79648,90610,78012,92354,87346,79998,79484,93812,89338,80302,77494,88338,96960,84394,91096,95992,88098,89602,86316,88488,88360,92448,75386,87718,87162,84594,86532,81446
0.71,184.98559,183.97832,[M+H]+,TRUE,,_184.98559_0.71_[M+H]+_,,,,,,,,,,,56844,42020,41444,13938,13938,16244,15480,8522,14976,13374,12592,8886,19396,9144,24512,8876,9136,10964,22668,10108,14494,12700,11944,11794,26606,12462,12670,12386,13082,9910,29504,9972,13870,10604,9714,8330,30568,13246,11776,10262,10368,11480,39552,15500,12234,15186,37224
0.71,228.96801,227.96073,[M+H]+,FALSE,,_228.96801_0.71_[M+H]+_,,,,,,,,,,,0,0,0,23098,23098,24856,24120,22606,22422,24078,24234,24234,25426,25846,22792,25906,27420,25576,24600,21882,27018,25312,24488,26470,25728,25240,29310,25192,24494,22464,28182,23914,23154,26460,24396,25510,22700,25126,23698,26938,27416,20622,23490,27814,22846,24646,23878
0.71,246.97865,245.97138,[M+H]+,FALSE,,_246.97865_0.71_[M+H]+_,,,,,,,,,,,0,0,2476,68804,68804,67470,73354,66852,66936,65406,77980,79124,73340,78912,74320,80266,76934,84724,74116,67664,75130,71848,73784,79876,77264,77834,88854,80778,73282,76174,83134,89308,75158,84022,89688,89794,76036,83928,84236,85916,86242,65734,80154,83992,74532,81890,78760
0.71,185.98384,184.97656,[M+H]+,TRUE,,_185.98384_0.71_[M+H]+_,,,,,,,,,,,63470,43056,42404,15402,15402,19830,16376,8590,13478,11796,10750,7650,22752,8552,24886,7496,9208,8732,26282,9422,11836,11786,9790,9646,31222,10510,12798,9846,12642,9252,34572,8276,13594,10134,8992,7924,39476,12548,12718,9952,8824,10382,44710,9536,11508,13404,42018
0.71,99.53124,98.52396,[M+H]+,FALSE,,_99.53124_0.71_[M+H]+_,,,,,,,,,,,0,0,0,64754,64754,60130,67534,55188,64762,69046,57154,49902,64824,47740,61270,85846,53420,39502,64236,60550,52150,86994,117256,47824,62970,55890,50114,65612,72298,61164,65260,51866,71604,43454,50210,68088,59060,65516,53042,66974,43976,132126,64220,48246,35982,80074,65208
0.71,90.52601,179.03747,[M+H+H]2+,TRUE,,_90.52601_0.71_[M+H+H]2+_,,,,,,,,,,,320088,505082,267618,83922,83922,81352,81264,75624,86626,92134,72936,66940,82252,62998,90992,108366,68354,51064,83142,75794,62750,115618,162816,60498,86244,68740,69454,83248,96012,81376,79098,67766,92936,57324,63252,89908,80564,79966,70544,88288,51676,175636,79562,63082,50300,106540,81280
0.71,153.03296,152.02568,[M+H]+,FALSE,,_153.03296_0.71_[M+H]+_,,,,,,,,,,,3636,3674,8362,65448,65448,63638,61138,67692,54870,61570,61002,57738,59922,54468,53440,51586,54724,63624,58954,54416,62132,51784,51014,55880,52046,54254,54966,58218,55594,57650,55052,61970,53388,61600,54746,53648,55532,54210,50476,51804,57186,60712,55422,61576,59044,59342,53452
0.71,157.01563,156.00836,[M+H]+,FALSE,,_157.01563_0.71_[M+H]+_,,,,,,,,,,,5982,5614,13298,98120,98120,93292,99996,96976,95568,96990,102160,101502,103988,101078,101444,106086,108134,109964,100896,101724,103440,97776,100252,108156,103840,102512,109566,106068,96716,100924,101100,104156,99336,104354,105458,110764,104534,101660,102042,107130,110076,89680,101864,102840,105342,101974,101984
0.7,261.02963,260.02236,[M+H]+,FALSE,,_261.02963_0.7_[M+H]+_,,,,,,,,,,,242,202,614,16418,16418,17288,18566,18644,18170,19002,17892,18606,15610,17712,15322,17686,18934,18692,16790,16562,20562,14230,17280,18912,18586,18532,18526,18060,15350,17340,16976,18404,16238,18648,16230,16396,16464,15870,15740,18568,17614,16318,18778,17024,18974,18520,15612
0.7,304.96911,303.96184,[M+H]+,FALSE,,_304.96911_0.7_[M+H]+_,,,,,,,,,,,0,0,0,17166,17166,16530,16380,17678,15718,16690,16090,16842,16122,15810,14748,15012,16872,16570,15450,14918,15196,16010,13394,16490,15128,15822,18140,17242,16212,14482,15148,17334,15316,16248,17422,17674,15514,15516,16824,16300,16454,11094,15034,17470,14814,14498,14608
0.71,84.01129,83.00401,[M+H]+,FALSE,,_84.01129_0.71_[M+H]+_,,,,,,,,,,,1392,968,1464,14726,14726,14926,14368,14164,14426,12884,16880,16572,15654,14656,13144,14164,16276,15156,15046,12770,15872,13816,14624,14844,14114,14780,15126,15042,13536,14328,14150,15346,14344,14070,14616,14560,15196,12916,14204,14844,15266,13594,14010,16582,14522,15372,15588
